Track_num,Section_id,Symmetry_id,radius,Curve_direction,Curve_degree,Cant,length,Track_segment,length,Track_id,Start_location,End_location
1,1696,,1265,1,1.38,7,537.154,65,537.154,NH_1,42709.118,43246.272
1,1697,,,,0,,968.993,66,968.993,NH_1,43246.272,44215.265
1,1698,,1878,1,0.93,7,220.175,67,220.175,NH_1,44215.265,44435.44
1,1699,,,,0,,1336.828,68,1336.828,NH_1,44435.44,45772.268
1,1700,,1632,1,1.07,7,231.694,69,231.694,NH_1,45772.268,46003.962
1,1701,,,,0,,1624.853,71,1624.853,NH_1,46448.629,48073.482
1,1702,,1746,1,1,7,182.382,72,182.382,NH_1,48073.482,48255.864
1,1703,,,,0,,1210.91,73,1210.91,NH_1,48255.864,49466.774
1,1704,,873,1,2,7,201.673,74,201.673,NH_1,49466.774,49668.447
1,1705,,,,0,,196.892,75,196.892,NH_1,49668.447,49865.339
1,1706,,429,1,4.07,7,393.689,76,393.689,NH_1,49865.339,50259.028
1,1707,,,,0,,1071.081,77,1071.081,NH_1,50259.028,51330.109
1,1708,,776,1,2.25,7,223.148,78,223.148,NH_1,51330.109,51553.257
1,1709,,,,0,,562.116,79,562.116,NH_1,51553.257,52115.373
1,1710,,905,1,1.93,7,978.458,80,978.458,NH_1,52115.373,53093.831
1,1711,,,,0,,708.752,81,708.752,NH_1,53093.831,53802.583
1,1712,,1397,1,1.25,7,523.067,82,523.067,NH_1,53802.583,54325.65
1,1713,,,,0,,884.08,83,884.08,NH_1,54325.65,55209.73
1,1714,,1416,1,1.233,7,326.171,84,326.171,NH_1,55209.73,55535.901
1,1715,,,,0,,639.848,85,639.848,NH_1,55535.901,56175.749
1,1716,,1164,1,1.5,7,820.549,86,820.549,NH_1,56175.749,56996.298
1,1717,,,,0,,517.883,87,517.883,NH_1,56996.298,57514.181
1,1718,,788,1,2.217,7,685.628,88,685.628,NH_1,57514.181,58199.809
1,1719,,,,0,,1177.818,89,1177.818,NH_1,58199.809,59377.627
1,1720,,873,1,2,7,1342.412,90,1342.412,NH_1,59377.627,60720.039
1,1721,,,,0,,594.021,91,594.021,NH_1,60720.039,61314.06
1,1722,,873,1,2,7,409.57,92,409.57,NH_1,61314.06,61723.63
1,1723,,,,0,,574.801,93,574.801,NH_1,61723.63,62298.431
1,1724,,873,1,2,7,93.708,94,93.708,NH_1,62298.431,62392.139
1,1725,,,,0,,1212.591,96,1212.591,NH_1,62549.758,63762.349
1,1726,,873,1,2,7,596.723,97,596.723,NH_1,63762.349,64359.072
1,1727,,,,0,,286.208,98,286.208,NH_1,64359.072,64645.28
1,1728,,1219,1,1.433,7,905.415,99,905.415,NH_1,64645.28,65550.695
1,1729,,,,0,,893.559,100,893.559,NH_1,65550.695,66444.254
1,1730,,1624,1,1.075,7,465.297,101,465.297,NH_1,66444.254,66909.551
1,1731,,,,0,,1165.329,102,1165.329,NH_1,66909.551,68074.88
1,1732,,,,0,,68.621,103,68.621,NH_1,68074.88,68143.501
1,1733,,,,0,,732.36,105,732.36,NH_1,68362.987,69095.347
1,1734,,,,0,,1065.366,107,1065.366,NH_1,69342.605,70407.971
1,1735,,1352,1,1.292,7,243.522,109,243.522,NH_1,70432.552,70676.074
1,1736,,,,0,,274.66,110,274.66,NH_1,70676.074,70950.734
1,1737,,873,1,2,7,214.239,111,214.239,NH_1,70950.734,71164.973
1,1738,,,,0,,350.864,112,350.864,NH_1,71164.973,71515.837
1,1739,,860,1,2.031,7,790.727,113,790.727,NH_1,71515.837,72306.564
1,1740,,,,0,,1362.542,114,1362.542,NH_1,72306.564,73669.106
1,1741,,857,1,2.038,7,282.843,115,282.843,NH_1,73669.106,73951.949
1,1742,,,,0,,422.759,116,422.759,NH_1,73951.949,74374.708
1,1743,,714,1,2.446,7,218.639,117,218.639,NH_1,74374.708,74593.347
1,1744,,,,0,,144.19,118,144.19,NH_1,74593.347,74737.537
1,1745,,569,1,3.067,7,507.989,119,507.989,NH_1,74737.537,75245.526
1,1746,,,,0,,1752.178,120,1752.178,NH_1,75245.526,76997.704
1,1747,,903,1,1.933,7,646.117,121,646.117,NH_1,76997.704,77643.821
1,1748,,,,0,,135.057,122,135.057,NH_1,77643.821,77778.878
1,1749,,587,1,2.973,7,337.599,123,337.599,NH_1,77778.878,78116.477
1,1750,,,,0,,2071.689,125,2071.689,NH_1,78237.687,80309.376
1,1751,,857,1,2.038,7,447.275,126,447.275,NH_1,80309.376,80756.651
1,1752,,,,0,,462.154,127,462.154,NH_1,80756.651,81218.805
1,1753,,884,1,1.975,7,456.041,128,456.041,NH_1,81218.805,81674.846
1,1754,,1255,1,1.392,7,265.205,130,265.205,NH_1,81890.056,82155.261
1,1755,,,,0,,4643.376,131,4643.376,NH_1,82155.261,86798.637
1,1756,,4758,1,0.367,7,754.683,132,754.683,NH_1,86798.637,87553.32
1,1757,,,,0,,974.496,133,974.496,NH_1,87553.32,88527.816
1,1758,,993,1,1.758,7,417.896,134,417.896,NH_1,88527.816,88945.712
1,1759,,,,0,,1087.993,135,1087.993,NH_1,88945.712,90033.705
1,1761,,,,0,,165.79,1,165.79,GC_1,317.959,483.749
1,1762,,733,1,2.383,7,289.252,2,289.252,GC_1,483.749,773.001
1,1763,,,,0,,1819.844,3,1819.844,GC_1,773.001,2592.845
1,1764,,927,1,1.883,7,522.117,4,522.117,GC_1,2592.845,3114.962
1,1765,,,,0,,150.567,5,150.567,GC_1,3114.962,3265.529
1,1766,,903,1,1.933,7,369.27,6,369.27,GC_1,3265.529,3634.799
1,1767,,,,0,,302.36,7,302.36,GC_1,3634.799,3937.159
1,1768,,800,1,2.183,7,544.221,8,544.221,GC_1,3937.159,4481.38
1,1769,,776,1,2.25,7,231.724,9,231.724,GC_1,4481.38,4713.104
1,1770,,,,0,,330.857,10,330.857,GC_1,4713.104,5043.961
1,1771,,624,1,2.8,7,889.296,11,889.296,GC_1,5043.961,5933.257
1,1772,,,,0,,664.29,12,664.29,GC_1,5933.257,6597.547
1,1773,,998,1,1.75,7,273.235,13,273.235,GC_1,6597.547,6870.782
3,1775,,,,0,,366.17,15,366.17,GC_3,7039.981,7406.151
3,1776,,1872,1,0.933,7,405.278,17,405.278,GC_3,7624.196,8029.474
3,1777,,,,0,,1452.944,18,1452.944,GC_3,8029.474,9482.418
3,1778,,1219,1,1.433,7,176.703,20,176.703,GC_3,9593.54,9770.243
3,1779,,,,0,,385.258,21,385.258,GC_3,9770.243,10155.501
3,1780,,582,1,3,7,223.045,22,223.045,GC_3,10155.501,10378.546
3,1781,,,,0,,359.24,24,359.24,GC_3,11090.904,11450.144
3,1782,,718,1,2.433,7,424.727,25,424.727,GC_3,11450.144,11874.871
3,1783,,,,0,,647.278,26,647.278,GC_3,11874.871,12522.149
3,1784,,1746,1,1,7,162.658,27,162.658,GC_3,12522.149,12684.807
3,1785,,,,0,,2838.36,28,2838.36,GC_3,12684.807,15523.167
3,1786,,953,1,1.833,7,489.341,29,489.341,GC_3,15523.167,16012.508
3,1787,,,,0,,1005.118,30,1005.118,GC_3,16012.508,17017.626
3,1788,,1164,1,1.5,7,652.607,31,652.607,GC_3,17017.626,17670.233
3,1789,,,,0,,482.137,32,482.137,GC_3,17670.233,18152.37
3,1790,,336,1,5.2,7,260.592,33,260.592,GC_3,18152.37,18412.962
3,1791,,,,0,,328.538,34,328.538,GC_3,18412.962,18741.5
3,1792,,259,1,6.75,7,184.775,35,184.775,GC_3,18741.5,18926.275
3,1793,,,,0,,360.567,36,360.567,GC_3,18926.275,19286.842
3,1794,,540,1,3.233,7,269.739,38,269.739,GC_3,19478.413,19748.152
3,1795,,,,0,,1662.181,39,1662.181,GC_3,19748.152,21410.333
3,1796,,,,0,,374.551,40,374.551,GC_3,21410.333,21784.884
3,1797,,,,0,,94.334,41,94.334,GC_3,21784.884,21879.218
3,1798,,,,0,,3167.58,42,3167.58,GC_3,21879.218,25046.798
3,1803,,2014,1,0.867,7,111.122,19,111.122,GC_3,9482.418,9593.54
3,1804,,540,1,3.233,7,191.571,37,191.571,GC_3,19286.842,19478.413
4,1806,,,,0,,576.658,16,576.658,GC_4,7076.886,7653.544
5,1807,,,,0,,9557.395,0,9557.395,NC_5,0,9557.395
2,1809,,,,0,,228.581,12,228.581,MV_2,5909.419,6138
2,1810,,1397,1,1.25,7,280.088,4,280.088,MN_2,2610.273,2890.361
4,1811,,1397,1,1.25,7,279.372,1,279.372,MID_4,1708.813,1988.185
3,1812,,,,0,,1422.756,12,1422.756,MN_3,4897.284,6320.04
3,1813,,1397,1,1.25,7,281.343,11,281.343,MN_3,4615.941,4897.284
3,1814,,873,1,2,7,334.703,13,334.703,MN_3,6320.04,6654.743
2,1815,,,,0,,1422.692,5,1422.692,MN_2,2890.361,4313.053
4,1816,,,,0,,1422.911,2,1422.911,MID_4,1988.185,3411.096
2,1817,,873,1,2,7,332.954,6,332.954,MN_2,4313.053,4646.007
4,1818,,873,1,2,7,330.866,3,330.866,MID_4,3411.096,3741.962
3,1819,,,,0,,590.764,14,590.764,MN_3,6654.743,7245.507
3,1820,,1746,1,1,7,852.915,15,852.915,MN_3,7245.507,8098.422
2,1821,,,,0,,594.742,7,594.742,MN_2,4646.007,5240.749
4,1822,,,,0,,598.792,4,598.792,MID_4,3741.962,4340.754
2,1823,,1746,1,1,7,851.084,8,851.084,MN_2,5240.749,6091.833
4,1824,,1746,1,1,7,849.111,5,849.111,MID_4,4340.754,5189.865
3,1825,,,,0,,3083.671,16,3083.671,MN_3,8098.422,11182.093
3,1826,,,,0,,363.518,18,363.518,MN_3,11427.123,11790.641
4,1827,,3493,1,0.5,7,269.681,7,269.681,MID_4,8274.04,8543.721
3,1828,,3493,1,0.5,7,245.03,17,245.03,MN_3,11182.093,11427.123
4,1829,,,,0,,3084.175,6,3084.175,MID_4,5189.865,8274.04
4,1830,,,,0,,1911.33,8,1911.33,MID_4,8543.721,10455.051
4,1831,,2298,1,0.76,7,378.522,9,378.522,MID_4,10455.051,10833.573
4,1832,,2298,1,0.76,7,726.152,10,726.152,MID_4,10833.573,11559.725
4,1833,,1397,1,1.25,7,865.603,11,865.603,MID_4,11559.725,12425.328
2,1834,,,,0,,124.575,15,124.575,MN_2,14206.67,14331.245
4,1835,,,,0,,124.428,13,124.428,MID_4,13307.541,13431.969
2,1836,,582,1,3,7,841.624,16,841.624,MN_2,14331.245,15172.869
4,1837,,582,1,3,7,839.21,14,839.21,MID_4,13431.969,14271.179
2,1838,,,,0,,342.092,17,342.092,MN_2,15172.869,15514.961
4,1839,,,,0,,342.252,15,342.252,MID_4,14271.179,14613.431
2,1840,,1027,1,1.7,7,310.889,18,310.889,MN_2,15514.961,15825.85
4,1841,,1027,1,1.7,7,311.701,16,311.701,MID_4,14613.431,14925.132
2,1842,,,,0,,537.506,19,537.506,MN_2,15825.85,16363.356
4,1843,,,,0,,537.471,17,537.471,MID_4,14925.132,15462.603
2,1844,,1563,1,1.117,7,355.082,20,355.082,MN_2,16363.356,16718.438
4,1845,,1563,1,1.117,7,354.486,18,354.486,MID_4,15462.603,15817.089
2,1846,,,,0,,202.294,21,202.294,MN_2,16718.438,16920.732
4,1847,,,,0,,202.334,19,202.334,MID_4,15817.089,16019.423
2,1848,,1397,1,1.25,7,345.189,22,345.189,MN_2,16920.732,17265.921
4,1849,,1397,1,1.25,7,345.926,20,345.926,MID_4,16019.423,16365.349
2,1850,,,,0,,809.494,24,809.494,MN_2,17684.322,18493.816
4,1851,,,,0,,807.601,22,807.601,MID_4,16784.405,17592.006
2,1852,,,,0,,324.195,25,324.195,MN_2,18493.816,18818.011
4,1853,,,,0,,325.495,23,325.495,MID_4,17592.006,17917.501
2,1854,,,,0,,263.327,26,263.327,MN_2,18818.011,19081.338
4,1855,,,,0,,255.963,24,255.963,MID_4,17917.501,18173.464
4,1856,,2328,1,0.75,7,96.117,25,96.117,MID_4,18173.464,18269.581
2,1857,,2328,1,0.75,7,82.209,27,82.209,MN_2,19081.338,19163.547
2,1858,,2031,1,0.86,7,147.303,28,147.303,MN_2,19163.547,19310.85
4,1859,,2031,1,0.86,7,140.75,26,140.75,MID_4,18269.581,18410.331
2,1860,,,,0,,817.895,29,817.895,MN_2,19310.85,20128.745
4,1861,,,,0,,817.99,27,817.99,MID_4,18410.331,19228.321
3,1862,,852,1,2.05,7,423.881,5,423.881,CCT_3,1633.436,2057.317
2,1863,,852,1,2.05,7,420.661,30,420.661,MN_2,20128.745,20549.406
4,1864,,852,1,2.05,7,419.228,28,419.228,MID_4,19228.321,19647.549
3,1865,,,,0,,734.532,6,734.532,CCT_3,2057.317,2791.849
2,1866,,,,0,,734.453,31,734.453,MN_2,20549.406,21283.859
4,1867,,,,0,,734.552,29,734.552,MID_4,19647.549,20382.101
4,1868,,4720,1,0.37,7,222.572,30,222.572,MID_4,20382.101,20604.673
2,1869,,4720,1,0.37,7,223.537,32,223.537,MN_2,21283.859,21507.396
3,1870,,,,0,,1257.861,8,1257.861,CCT_3,3014.896,4272.757
3,1871,,4720,1,0.37,7,223.047,7,223.047,CCT_3,2791.849,3014.896
2,1872,,,,0,,1257.44,33,1257.44,MN_2,21507.396,22764.836
4,1873,,,,0,,1258.334,31,1258.334,MID_4,20604.673,21863.007
3,1874,,,,0,,194.887,9,194.887,CCT_3,4272.757,4467.644
2,1875,,998,1,1.75,7,734.917,35,734.917,MN_2,22970.068,23704.985
4,1876,,998,1,1.75,7,737.556,33,737.556,MID_4,22068.252,22805.808
3,1877,,,,0,,2107.75,11,2107.75,CCT_3,5207.9,7315.65
2,1878,,,,0,,2108.579,36,2108.579,MN_2,23704.985,25813.564
4,1879,,,,0,,2108.66,34,2108.66,MID_4,22805.808,24914.468
3,1880,,1746,1,1,7,568.767,12,568.767,CCT_3,7315.65,7884.417
2,1881,,1746,1,1,7,566.633,37,566.633,MN_2,25813.564,26380.197
4,1882,,1746,1,1,7,565.574,35,565.574,MID_4,24914.468,25480.042
3,1883,,355,1,4.92,7,399.67,13,399.67,CCT_3,7884.417,8284.087
2,1884,,355,1,4.92,7,391.657,38,391.657,MN_2,26380.197,26771.854
4,1885,,355,1,4.92,7,388.375,36,388.375,MID_4,25480.042,25868.417
3,1886,,,,0,,145.337,14,145.337,CCT_3,8284.087,8429.424
2,1887,,,,0,,143.623,39,143.623,MN_2,26771.854,26915.477
4,1888,,,,0,,144.937,37,144.937,MID_4,25868.417,26013.354
3,1889,,582,1,3,7,347.446,15,347.446,CCT_3,8429.424,8776.87
2,1890,,582,1,3,7,342.417,40,342.417,MN_2,26915.477,27257.894
4,1891,,582,1,3,7,338.27,38,338.27,MID_4,26013.354,26351.624
3,1892,,,,0,,736.4,16,736.4,CCT_3,8776.87,9513.27
2,1893,,,,0,,737.443,41,737.443,MN_2,27257.894,27995.337
4,1894,,,,0,,738.201,39,738.201,MID_4,26351.624,27089.825
3,1895,,390,1,4.483,7,595.038,17,595.038,CCT_3,9513.27,10108.308
4,1896,,390,1,4.483,7,610.225,40,610.225,MID_4,27089.825,27700.05
3,1897,,,,0,,2288.784,18,2288.784,CCT_3,10108.308,12397.092
2,1898,,,,0,,115.793,44,115.793,MN_2,30889.863,31005.656
4,1899,,,,0,,115.848,42,115.848,MID_4,29989.452,30105.3
3,1900,,1746,1,1,7,201.592,20,201.592,CCT_3,12512.404,12713.996
2,1901,,1746,1,1,7,200.63,45,200.63,MN_2,31005.656,31206.286
4,1902,,1746,1,1,7,200.185,43,200.185,MID_4,30105.3,30305.485
3,1903,,,,0,,348.181,21,348.181,CCT_3,12713.996,13062.177
2,1904,,,,0,,347.992,46,347.992,MN_2,31206.286,31554.278
4,1905,,,,0,,347.913,44,347.913,MID_4,30305.485,30653.398
3,1906,,699,1,2.5,7,473.359,22,473.359,CCT_3,13062.177,13535.536
2,1907,,699,1,2.5,7,469.802,47,469.802,MN_2,31554.278,32024.08
4,1908,,699,1,2.5,7,468.149,45,468.149,MID_4,30653.398,31121.547
3,1909,,,,0,,314.477,23,314.477,CCT_3,13535.536,13850.013
2,1910,,,,0,,1236.966,49,1236.966,MN_2,32342.54,33579.506
4,1911,,,,0,,1236.854,47,1236.854,MID_4,31440.073,32676.927
3,1912,,1746,1,1,7,378.954,25,378.954,CCT_3,15091.09,15470.044
2,1913,,1746,1,1,7,377.814,50,377.814,MN_2,33579.506,33957.32
4,1914,,1746,1,1,7,377.285,48,377.285,MID_4,32676.927,33054.212
3,1915,,,,0,,567.2,26,567.2,CCT_3,15470.044,16037.244
2,1916,,,,0,,567.306,51,567.306,MN_2,33957.32,34524.626
4,1917,,,,0,,567.357,49,567.357,MID_4,33054.212,33621.569
3,1918,,1632,1,1.07,7,1515.595,27,1515.595,CCT_3,16037.244,17552.839
2,1919,,1632,1,1.07,7,1521.632,52,1521.632,MN_2,34524.626,36046.258
4,1920,,1632,1,1.07,7,1524.858,50,1524.858,MID_4,33621.569,35146.427
3,1921,,,,0,,841.195,28,841.195,CCT_3,17552.839,18394.034
2,1922,,,,0,,841.022,53,841.022,MN_2,36046.258,36887.28
4,1923,,,,0,,840.93,51,840.93,MID_4,35146.427,35987.357
3,1924,,776,1,2.25,7,464.633,29,464.633,CCT_3,18394.034,18858.667
2,1925,,776,1,2.25,7,460.707,54,460.707,MN_2,36887.28,37347.987
4,1926,,776,1,2.25,7,458.535,52,458.535,MID_4,35987.357,36445.892
3,1927,,,,0,,268.155,30,268.155,CCT_3,18858.667,19126.822
2,1928,,,,0,,1763.493,56,1763.493,MN_2,37616.883,39380.376
4,1929,,,,0,,1763.059,54,1763.059,MID_4,36714.635,38477.694
3,1930,,1746,1,1,7,485.713,32,485.713,CCT_3,20891.071,21376.784
2,1931,,1746,1,1,7,487.439,57,487.439,MN_2,39380.376,39867.815
4,1932,,1746,1,1,7,488.901,55,488.901,MID_4,38477.694,38966.595
3,1933,,,,0,,1335.704,33,1335.704,CCT_3,21376.784,22712.488
2,1934,,,,0,,1336.352,58,1336.352,MN_2,39867.815,41204.167
4,1935,,,,0,,1336.378,56,1336.378,MID_4,38966.595,40302.973
3,1936,,1204,1,1.45,7,802.25,34,802.25,CCT_3,22712.488,23514.738
4,1937,,1204,1,1.45,7,809.653,57,809.653,MID_4,40302.973,41112.626
2,1938,,1204,1,1.45,7,806.93,59,806.93,MN_2,41204.167,42011.097
3,1939,,,,0,,775.373,35,775.373,CCT_3,23514.738,24290.111
3,1940,,1265,1,1.38,7,538.147,36,538.147,CCT_3,24290.111,24828.258
2,1941,,,,0,,775.251,60,775.251,MN_2,42011.097,42786.348
4,1942,,,,0,,775.184,58,775.184,MID_4,41112.626,41887.81
2,1943,,1265,1,1.38,7,535.542,61,535.542,MN_2,42786.348,43321.89
4,1944,,1265,1,1.38,7,534.041,59,534.041,MID_4,41887.81,42421.851
3,1945,,,,0,,969.266,37,969.266,CCT_3,24828.258,25797.524
2,1946,,,,0,,969.147,62,969.147,MN_2,43321.89,44291.037
4,1947,,,,0,,969.284,60,969.284,MID_4,42421.851,43391.135
3,1948,,1878,1,0.93,7,220.173,38,220.173,CCT_3,25797.524,26017.697
2,1949,,1878,1,0.93,7,219.586,63,219.586,MN_2,44291.037,44510.623
4,1950,,1878,1,0.93,7,219.025,61,219.025,MID_4,43391.135,43610.16
3,1951,,,,0,,1337.434,39,1337.434,CCT_3,26017.697,27355.131
2,1952,,,,0,,1336.675,64,1336.675,MN_2,44510.623,45847.298
4,1953,,,,0,,1336.541,62,1336.541,MID_4,43610.16,44946.701
3,1954,,1632,1,1.07,7,231.999,40,231.999,CCT_3,27355.131,27587.13
2,1955,,1632,1,1.07,7,443.333,66,443.333,MN_2,46078.883,46522.216
4,1956,,1632,1,1.07,7,442.14,64,442.14,MID_4,45177.885,45620.025
3,1957,,,,0,,1624.69,42,1624.69,CCT_3,28032.73,29657.42
2,1958,,,,0,,1625.034,67,1625.034,MN_2,46522.216,48147.25
4,1959,,,,0,,1625.248,65,1625.248,MID_4,45620.025,47245.273
3,1960,,1746,1,1,7,182.049,43,182.049,CCT_3,29657.42,29839.469
2,1961,,1746,1,1,7,182.792,68,182.792,MN_2,48147.25,48330.042
4,1962,,1746,1,1,7,183.224,66,183.224,MID_4,47245.273,47428.497
3,1963,,,,0,,1210.814,44,1210.814,CCT_3,29839.469,31050.283
2,1964,,,,0,,1211.033,69,1211.033,MN_2,48330.042,49541.075
4,1965,,,,0,,1211.167,67,1211.167,MID_4,47428.497,48639.664
3,1966,,873,1,2,7,201.134,45,201.134,CCT_3,31050.283,31251.417
2,1967,,873,1,2,7,202.331,70,202.331,MN_2,49541.075,49743.406
4,1968,,873,1,2,7,203.038,68,203.038,MID_4,48639.664,48842.702
3,1969,,,,0,,196.803,46,196.803,CCT_3,31251.417,31448.22
2,1970,,,,0,,196.965,71,196.965,MN_2,49743.406,49940.371
4,1971,,,,0,,197.036,69,197.036,MID_4,48842.702,49039.738
3,1972,,429,1,4.07,7,393.173,47,393.173,CCT_3,31448.22,31841.393
2,1973,,429,1,4.07,7,387.699,72,387.699,MN_2,49940.371,50328.07
4,1974,,429,1,4.07,7,386.81,70,386.81,MID_4,49039.738,49426.548
3,1975,,,,0,,1074.281,48,1074.281,CCT_3,31841.393,32915.674
2,1976,,,,0,,1073.806,73,1073.806,MN_2,50328.07,51401.876
4,1977,,,,0,,1072.133,71,1072.133,MID_4,49426.548,50498.681
3,1978,,776,1,2.25,7,224.309,49,224.309,CCT_3,32915.674,33139.983
4,1979,,776,1,2.25,7,221.289,72,221.289,MID_4,50498.681,50719.97
2,1980,,776,1,2.25,7,221.958,74,221.958,MN_2,51401.876,51623.834
3,1981,,,,0,,562.058,50,562.058,CCT_3,33139.983,33702.041
2,1982,,,,0,,562.187,75,562.187,MN_2,51623.834,52186.021
4,1983,,,,0,,562.245,73,562.245,MID_4,50719.97,51282.215
3,1984,,905,1,1.93,7,974.352,51,974.352,CCT_3,33702.041,34676.393
2,1985,,905,1,1.93,7,982.642,76,982.642,MN_2,52186.021,53168.663
4,1986,,905,1,1.93,7,986.84,74,986.84,MID_4,51282.215,52269.055
3,1987,,,,0,,708.707,52,708.707,CCT_3,34676.393,35385.1
2,1988,,,,0,,708.784,77,708.784,MN_2,53168.663,53877.447
4,1989,,,,0,,708.16,75,708.16,MID_4,52269.055,52977.215
3,1990,,1397,1,1.25,7,522.124,53,522.124,CCT_3,35385.1,35907.224
2,1991,,1397,1,1.25,7,523.968,78,523.968,MN_2,53877.447,54401.415
4,1992,,1397,1,1.25,7,524.898,76,524.898,MID_4,52977.215,53502.113
3,1993,,,,0,,884.105,54,884.105,CCT_3,35907.224,36791.329
3,1994,,1416,1,1.233,7,326.861,55,326.861,CCT_3,36791.329,37118.19
2,1995,,,,0,,884.055,79,884.055,MN_2,54401.415,55285.47
4,1996,,,,0,,884.033,77,884.033,MID_4,53502.113,54386.146
3,1997,,,,0,,639.498,56,639.498,CCT_3,37118.19,37757.688
2,1998,,1416,1,1.233,7,325.565,80,325.565,MN_2,55285.47,55611.035
4,1999,,1416,1,1.233,7,324.866,78,324.866,MID_4,54386.146,54711.012
2,2000,,,,0,,640.155,81,640.155,MN_2,55611.035,56251.19
4,2001,,,,0,,640.505,79,640.505,MID_4,54711.012,55351.517
3,2002,,1164,1,1.5,7,823.168,57,823.168,CCT_3,37757.688,38580.856
2,2003,,1164,1,1.5,7,817.878,82,817.878,MN_2,56251.19,57069.068
4,2004,,1164,1,1.5,7,815.294,80,815.294,MID_4,55351.517,56166.811
3,2005,,,,0,,517.814,58,517.814,CCT_3,38580.856,39098.67
2,2006,,,,0,,517.956,83,517.956,MN_2,57069.068,57587.024
4,2007,,,,0,,518.03,81,518.03,MID_4,56166.811,56684.841
3,2008,,788,1,2.217,7,682.481,59,682.481,CCT_3,39098.67,39781.151
4,2009,,788,1,2.217,7,692.014,82,692.014,MID_4,56684.841,57376.855
2,2010,,788,1,2.217,7,688.832,84,688.832,MN_2,57587.024,58275.856
3,2011,,,,0,,1177.817,60,1177.817,CCT_3,39781.151,40958.968
2,2012,,,,0,,1177.81,85,1177.81,MN_2,58275.856,59453.666
4,2013,,,,0,,1177.81,83,1177.81,MID_4,57376.855,58554.665
3,2014,,873,1,2,7,1347.887,61,1347.887,CCT_3,40958.968,42306.855
4,2015,,873,1,2,7,1331.728,84,1331.728,MID_4,58554.665,59886.393
2,2016,,873,1,2,7,1330.457,86,1330.457,MN_2,59453.666,60784.123
3,2017,,,,0,,594.153,62,594.153,CCT_3,42306.855,42901.008
4,2018,,,,0,,592.619,85,592.619,MID_4,59886.393,60479.012
2,2019,,,,0,,599.857,87,599.857,MN_2,60784.123,61383.98
3,2020,,873,1,2,7,408.546,63,408.546,CCT_3,42901.008,43309.554
5,2021,,873,1,2,7,447.906,1,447.906,MID_5,205.617,653.523
5,2022,,,,0,,573.68,2,573.68,MID_5,653.523,1227.203
3,2023,,,,0,,574.206,64,574.206,CCT_3,43309.554,43883.76
4,2024,,873,1,2,7,414.3,86,414.3,MID_4,60479.012,60893.312
2,2025,,873,1,2,7,411.975,88,411.975,MN_2,61383.98,61795.955
4,2026,,,,0,,574.192,87,574.192,MID_4,60893.312,61467.504
2,2027,,,,0,,574.699,89,574.699,MN_2,61795.955,62370.654
5,2028,,873,1,2,7,92.537,3,92.537,MID_5,1227.203,1319.74
3,2029,,873,1,2,7,92.818,65,92.818,CCT_3,43883.76,43976.578
2,2030,,873,1,2,7,156.868,91,156.868,MN_2,62464.638,62621.506
4,2031,,873,1,2,7,158.904,89,158.904,MID_4,61562.372,61721.276
5,2033,,,,0,,668.642,5,668.642,MID_5,1473.734,2142.376
5,2034,,,,0,,115.144,6,115.144,MID_5,2142.376,2257.52
4,2035,,,,0,,667.314,90,667.314,MID_4,61721.276,62388.59
4,2036,,,,0,,107.677,91,107.677,MID_4,62388.59,62496.267
5,2037,,,,0,,280.126,7,280.126,MID_5,2257.52,2537.646
4,2038,,,,0,,290.009,92,290.009,MID_4,62496.267,62786.276
5,2039,,,,0,,153.786,8,153.786,MID_5,2537.646,2691.432
5,2040,,873,1,2,7,596.044,9,596.044,MID_5,2691.432,3287.476
4,2041,,,,0,,148.519,93,148.519,MID_4,62786.276,62934.795
2,2042,,,,0,,1214.808,92,1214.808,MN_2,62621.506,63836.314
5,2043,,,,0,,285.425,10,285.425,MID_5,3287.476,3572.901
4,2044,,873,1,2,7,592.943,94,592.943,MID_4,62934.795,63527.738
2,2045,,873,1,2,7,595.013,93,595.013,MN_2,63836.314,64431.327
4,2046,,,,0,,286.15,95,286.15,MID_4,63527.738,63813.888
2,2047,,,,0,,285.888,94,285.888,MN_2,64431.327,64717.215
5,2048,,1219,1,1.433,7,902.633,11,902.633,MID_5,3572.901,4475.534
5,2049,,,,0,,893.52,12,893.52,MID_5,4475.534,5369.054
2,2050,,1219,1,1.433,7,907.972,95,907.972,MN_2,64717.215,65625.187
4,2051,,1219,1,1.433,7,911.003,96,911.003,MID_4,63813.888,64724.891
5,2052,,1624,1,1.075,7,464.381,13,464.381,MID_5,5369.054,5833.435
2,2053,,,,0,,893.587,96,893.587,MN_2,65625.187,66518.774
4,2054,,,,0,,893.619,97,893.619,MID_4,64724.891,65618.51
5,2055,,,,0,,1165.236,14,1165.236,MID_5,5833.435,6998.671
2,2056,,1624,1,1.075,7,466.138,97,466.138,MN_2,66518.774,66984.912
4,2057,,1624,1,1.075,7,467.15,98,467.15,MID_4,65618.51,66085.66
5,2058,,,,0,,68.536,15,68.536,MID_5,6998.671,7067.207
2,2059,,,,0,,1165.408,98,1165.408,MN_2,66984.912,68150.32
4,2060,,,,0,,1165.505,99,1165.505,MID_4,66085.66,67251.165
5,2061,,,,0,,732.429,17,732.429,MID_5,7287.617,8020.046
2,2062,,,,0,,732.296,101,732.296,MN_2,68437.659,69169.955
