Section_id,Symmetry_id,Alternative_id,Start_location,End_location,Start_location_mile,End_location_mile,Track_id,Curve_degree,Curve_direction,Cant_to_add,Cant,orig_cant,Max_speed,Max_speed_freight,Curve_radius,Max_speed_calc,Notes,,,,,
458,458,,37320,39160,,,5,0.529340355,0,,6.25,,,,10824,,,,,,,
459,459,,39160,42360,,,5,0,,,0,,,,,,,,,,,
460,460,,42360,45790,,,5,0.406237947,1,,6.25,,,,14104,,,,,,,
461,461,,45790,47320,,,5,0.519887848,0,,6.25,,,,11020.8,,,,,,,
462,462,,47320,48420,,,5,0,,,0,,,,,,,,,,,
463,463,,48420,50300,,,5,0.519887848,1,,6.25,,,,11020.8,,,,,,,
464,464,,50300,51930,,,5,0.349364634,0,,6.25,,,,16400,,,,,,,
465,465,,51930,53730,,,5,0,,,0,,,,,,,,,,,
466,466,,53730,58990,,,5,0.519887848,0,,6.25,,,,11020.8,,,,,,,
467,467,,58990,59910,,,5,0.852108864,1,,6.25,,,,6724,,,,,,,
468,468,,59910,64410,,,5,0,,,0,,,,,,,,,,,
469,469,,64410,69690,,,5,0.406237947,1,,6.25,,,,14104,,,,,,,
470,470,,69690,74827,,,5,0.388182927,0,,6.25,,,,14760,,,,,,,
471,471,,74827,76027,,,5,0.58227439,1,,6.25,,,,9840,,,,,,,
472,472,,76027,77353,,,5,0,,,0,,,,,,,,,,,
473,473,,77353,81828,,,5,0.317604213,1,,6.25,,,,18040,,,,,,,
474,474,,81828,84128,,,5,0,,,0,,,,,,,,,,,
475,475,,84128,86608,,,5,0.367752246,0,,6.25,,,,15580,,,,,,,
476,476,,86608,88008,,,5,0.492062865,1,,6.25,,,,11644,,,,,,,
477,477,,88008,91088,,,5,0,,,0,,,,,,,,,,,
478,478,,91088,92448,,,5,0.499092334,1,,6.25,,,,11480,,,,,,,
479,479,,92448,94598,,,5,0.499092334,0,,6.25,,,,11480,,,,,,,
480,480,,94598,95013,,,5,0,,,0,,,,,,,,,,,
481,481,,95013,96513,,,5,0.499092334,1,,6.25,,,,11480,,,,,,,
482,482,,96513,99363,,,5,0,,,0,,,,,,,,,,,
483,483,,99363,101013,,,5,0.436705793,1,,6.25,,,,13120,,,,,,,
484,484,,101013,102263,,,5,0.58227439,0,,6.25,,,,9840,,,,,,,
485,485,,102263,104743,,,5,0,,,0,,,,,,,,,,,
486,486,,104743,105673,,,5,0.459690308,0,,6.25,,,,12464,,,,,,,
487,487,,105673,107840,,,5,0,,,0,,,,,,,,,,,
488,488,,107840,108790,,,5,0.485228659,0,,6.25,,,,11808,,,,,,,
489,489,,108790,109740,,,5,0,,,0,,,,,,,,,,,
490,490,,109740,110585,,,5,0.415910279,1,,6.25,,,,13776,,,,,,,
491,491,,110585,112555,,,5,0.363921494,0,,6.25,,,,15744,,,,,,,
492,492,,112555,112935,,,5,0,,,0,,,,,,,,,,,
493,493,,112935,114895,,,5,0.406237947,1,,6.25,,,,14104,,,,,,,
494,494,,114895,116125,,,5,0.499092334,0,,6.25,,,,11480,,,,,,,
495,495,,116125,116685,,,5,1.746823171,1,,6.25,,,,3280,,,,,,,
496,496,,0,330,,,6,0,,,0,,,,,,,,,,,
497,497,,330,990,,,6,0.873411585,1,,6.25,,,,6560,,,,,,,
498,498,,990,2480,,,6,0,,,0,,,,,,,,,,,
499,499,,2480,3040,,,6,1.617428862,1,,6.25,,,,3542.4,,,,,,,
500,500,,3040,3520,,,6,0,,,0,,,,,,,,,,,
501,501,,3520,4490,,,6,1.617428862,0,,6.25,,,,3542.4,,,,,,,
502,502,,4490,4806,,,6,0,,,0,,,,,,,,,,,
503,503,,4806,5082,,,6,4.367057927,0,,6.25,,,,1312,,,,,,,
504,504,,5082,5347,,,6,0,,,0,,,,,,,,,,,
118,1,,0,160.9,229,228.9,1,0,,,0,,,,,,,,,,,
119,2,,160.9,482.7,228.9,228.7,1,9.966666667,0,5.75,6.25,0.5,,,574.8742475,,,,,,,
120,3,,482.7,1222.84,228.7,228.24,1,0,,,0,,,,,,,,,,,
121,4,,1222.84,2172.15,228.24,227.65,1,3.383333333,1,6.25,6.25,0,,,1693.471921,,,,,,,
122,5,,2172.15,2445.68,227.65,227.48,1,0,,,0,,,,,,,,,,,
123,6,,2445.68,2574.4,227.48,227.4,1,0.7,1,6.25,6.25,0,,,8185.114286,,,,,,,
124,7,,2574.4,2654.85,227.4,227.35,1,0,,,0,,,,,,,,,,,
125,8,,2654.85,2735.3,227.35,227.3,1,10,1,4.25,6.25,2,,,572.958,,,,,,,
126,9,,2735.3,2815.75,227.3,227.25,1,0,,,0,,,,,,,,,,,
127,10,,2815.75,2976.65,227.25,227.15,1,1.133333333,0,3.25,6.25,3,,,5055.511765,,,,,,,
128,11,,2976.65,3620.25,227.15,226.75,1,0,,,0,,,,,,,,,,,
129,12,,3620.25,3732.88,226.75,226.68,1,0,,,0,,,,,,,,,,,
130,13,,3732.88,3829.42,226.68,226.62,1,0,,,0,,,,,,,,,,,
131,14,,3829.42,3958.14,226.62,226.54,1,0,,,0,,,,,,,,,,,
132,15,,3958.14,4119.04,226.54,226.44,1,0,,,0,,,,,,,,,,,
133,16,,4119.04,4231.67,226.44,226.37,1,0,,,0,,,,,,,,,,,
134,17,,4231.67,4344.3,226.37,226.3,1,0,,,0,,,,,,,,,,,
135,18,,4344.3,4424.75,226.3,226.25,1,0,,,0,,,,,,,,,,,
136,19,,4424.75,4473.02,226.25,226.22,1,0,,,0,,,,,,,,,,,
137,20,,4473.02,5470.6,226.22,225.6,1,1,1,1.25,6.25,5,,,5729.58,,,,,,,
138,21,,5470.6,5711.95,225.6,225.45,1,0,,,0,,,,,,,,,,,
139,22,,5711.95,6114.2,225.45,225.2,1,1.283333333,0,0.25,6.25,6,,,4464.607792,,,,,,,
140,23,,6114.2,6226.83,225.2,225.13,1,0,,,0,,,,,,,,,,,
141,24,,6226.83,6725.62,225.13,224.82,1,1.066666667,1,1.5,6.25,4.75,,,5371.48125,,,,,,,
142,25,,6725.62,6999.15,224.82,224.65,1,0,,,0,,,,,,,,,,,
143,26,,6999.15,7369.22,224.65,224.42,1,0.85,0,2.25,6.25,4,,,6740.682353,,,,,,,
144,27,,7369.22,8398.98,224.42,223.78,1,0,,,0,,,,,,,,,,,
145,28,,8398.98,8527.7,223.78,223.7,1,0.233333333,0,1.114736477,1.114736477,0,,,24555.34286,,,,,,,
146,29,,8527.7,9074.76,223.7,223.36,1,0,,,0,,,,,,,,,,,
147,30,,9074.76,9830.99,223.36,222.89,1,1.133333333,1,3.25,6.25,3,,,5055.511765,,,,,,,
148,31,,9830.99,10201.06,222.89,222.66,1,0,,,0,,,,,,,,,,,
149,32,,10201.06,10555.04,222.66,222.44,1,1.216666667,0,2.75,6.25,3.5,,,4709.243836,,,,,,,
150,33,,10555.04,12872,222.44,221,1,0,,,0,,,,,,,,,,,
151,34,,12872,13129.44,221,220.84,1,1,0,2.25,6.25,4,,,5729.58,,,,,,,
152,35,,13129.44,20579.11,220.84,216.21,1,0,,,0,,,,,,,,,,,
153,36,,20579.11,21206.62,216.21,215.82,1,1,1,2.37,6.25,3.88,,,5729.58,,,,,,,
154,37,,21206.62,24231.54,215.82,213.94,1,0,,,0,,,,,,,,,,,
155A,38A,,24231.54,24842.96,213.94,213.56,1,1.05,0,2.25,6.25,4,,,5456.742857,,,,,,,
155B,38B,,24842.96,25454.38,213.56,213.18,1,1,0,2.25,6.25,4,,,5729.58,,,,,,,
156,39,,25454.38,25792.27,213.18,212.97,1,0,,,0,,,,,,,,,,,
157,40,,25792.27,26451.96,212.97,212.56,1,1,0,1.5,6.25,4.75,,,5729.58,,,,,,,
158,41,,26451.96,27755.25,212.56,211.75,1,0,,,0,,,,,,,,,,,
159,42,,27755.25,28077.05,211.75,211.55,1,1,1,2.5,6.25,3.75,,,5729.58,,,,,,,
160,43,,28077.05,28785.01,211.55,211.11,1,0,,,0,,,,,,,,,,,
161,44,,28785.01,28962,211.11,211,1,1,1,1.25,6.25,5,,,5729.58,,,,,,,
162,45,,28962,30249.2,211,210.2,1,0,,,0,,,,,,,,,,,
163,46,,30249.2,30619.27,210.2,209.97,1,1.066666667,1,2.25,6.25,4,,,5371.48125,,,,,,,
164,47,,30619.27,35156.65,209.97,207.15,1,0,,,0,,,,,,,,,,,
165,48,,35156.65,35526.72,207.15,206.92,1,1,0,1.5,6.25,4.75,,,5729.58,,,,,,,
166,49,,35526.72,38085.03,206.92,205.33,1,0,,,0,,,,,,,,,,,
167,50,,38085.03,38455.1,205.33,205.1,1,1,0,2.37,6.25,3.88,,,5729.58,,,,,,,
168,51,,38455.1,54866.9,205.1,194.9,1,0,,,0,,,,,,,,,,,
169A,52A,,54866.9,55371.05333,194.9,194.5866667,1,1.566666667,0,0.75,6.25,5.5,,,3657.178723,,,,,,,
169B,52B,,55371.05333,55875.20667,194.5866667,194.2733333,1,1,0,0.75,6.25,5.5,,,5729.58,,,,,,,
169C,52C,,55875.20667,56379.36,194.2733333,193.96,1,1.566666667,0,0.75,6.25,5.5,,,3657.178723,,,,,,,
170,53,,56379.36,61206.36,193.96,190.96,1,0,,,0,,,,,,,,,,,
171A,54A,,61206.36,61335.08,190.96,190.88,1,3.016666667,1,3.87,6.25,2.38,,,1899.308287,,,,,,,
171B,54B,,61335.08,61544.25,190.88,190.75,1,2.833333333,1,3.87,6.25,2.38,,,2022.204706,,,,,,,
171C,54C,,61544.25,61785.6,190.75,190.6,1,1.366666667,1,3.87,6.25,2.38,,,4192.37561,,,,,,,
171D,54D,,61785.6,61978.68,190.6,190.48,1,1.05,1,0.62,6.25,5.63,,,5456.742857,,,,,,,
171E,54E,,61978.68,62171.76,190.48,190.36,1,0.816666667,1,0.62,6.25,5.63,,,7015.812245,,,,,,,
172,55,,62171.76,62638.37,190.36,190.07,1,0,,,0,,,,,,,,,,,
173,56,,62638.37,62927.99,190.07,189.89,1,3.25,0,2.25,6.25,4,,,1762.947692,,,,,,,
174,57,,62927.99,63716.4,189.89,189.4,1,0,,,0,,,,,,,,,,,
175,58,,63716.4,63989.93,189.4,189.23,1,4,1,2,6.25,4.25,,,1432.395,,,,,,,
176,59,,63989.93,64102.56,189.23,189.16,1,0,,,0,,,,,,,,,,,
177,60,,64102.56,64231.28,189.16,189.08,1,0.5,1,5.75,6.25,0.5,,,11459.16,,,,,,,
178,61,,64231.28,64343.91,189.08,189.01,1,0,,,0,,,,,,,,,,,
179,62,,64343.91,64456.54,189.01,188.94,1,0.5,0,6,6.25,0.25,,,11459.16,,,,,,,
180,63,,64456.54,65164.5,188.94,188.5,1,0,,,0,,,,,,,,,,,
181,64,,65164.5,65341.49,188.5,188.39,1,1,1,2.87,6.25,3.38,,,5729.58,,,,,,,
182,65,,65341.49,65438.03,188.39,188.33,1,0,,,0,,,,,,,,,,,
183,66,,65438.03,65615.02,188.33,188.22,1,1,1,4.37,6.25,1.88,,,5729.58,,,,,,,
184,67,,65615.02,65969,188.22,188,1,0,,,0,,,,,,,,,,,
185,68,,65969,66322.98,188,187.78,1,1,0,4.37,6.25,1.88,,,5729.58,,,,,,,
186,69,,66322.98,66757.41,187.78,187.51,1,0,,,0,,,,,,,,,,,
187,70,,66757.41,67014.85,187.51,187.35,1,1,1,4,6.25,2.25,,,5729.58,,,,,,,
188,71,,67014.85,67175.75,187.35,187.25,1,0,,,0,,,,,,,,,,,
189,72,,67175.75,67417.1,187.25,187.1,1,2.016666667,0,2.62,6.25,3.63,,,2841.11405,,,,,,,
190,73,,67417.1,67497.55,187.1,187.05,1,0,,,0,,,,,,,,,,,
191,74,,67497.55,67658.45,187.05,186.95,1,1.683333333,1,3.25,6.25,3,,,3403.710891,,,,,,,
192,75,,67658.45,67771.08,186.95,186.88,1,0,,,0,,,,,,,,,,,
193A,76A,,67771.08,68007.06667,186.88,186.7333333,1,2.75,1,2.25,6.25,4,,,2083.483636,,,,,,,
193B,76B,,68007.06667,68243.05333,186.7333333,186.5866667,1,4,1,2.25,6.25,4,,,1432.395,,,,,,,
193C,76C,,68243.05333,68479.04,186.5866667,186.44,1,1.5,1,2.25,6.25,4,,,3819.72,,,,,,,
194,77,,68479.04,69219.18,186.44,185.98,1,0,,,0,,,,,,,,,,,
195,78,,69219.18,69508.8,185.98,185.8,1,1.6,0,5.12,6.25,1.13,,,3580.9875,,,,,,,
196,79,,69508.8,69540.98,185.8,185.78,1,0,,,0,,,,,,,,,,,
197A,80A,,69540.98,69637.52,185.78,185.72,1,9.766666667,0,4.62,6.25,1.63,,,586.6464164,,,,,,,
197B,80B,,69637.52,69734.06,185.72,185.66,1,9.833333333,0,4.62,6.25,1.63,,,582.6691525,,,,,,,
197C,80C,,69734.06,69959.32,185.66,185.52,1,1.483333333,0,4.62,6.25,1.63,,,3862.638202,,,,,,,
197D,80D,,69959.32,70120.22,185.52,185.42,1,1.5,0,4.62,6.25,1.63,,,3819.72,,,,,,,
197E,80E,,70120.22,70265.03,185.42,185.33,1,5.316666667,0,4.62,6.25,1.63,,,1077.66395,,,,,,,
197F,80F,,70265.03,70425.93,185.33,185.23,1,5.1,0,4.62,6.25,1.63,,,1123.447059,,,,,,,
198,81,,70425.93,70522.47,185.23,185.17,1,0,,,0,,,,,,,,,,,
199,82,,70522.47,70667.28,185.17,185.08,1,2,1,5.12,6.25,1.13,,,2864.79,,,,,,,
200,83,,70667.28,70828.18,185.08,184.98,1,0,,,0,,,,,,,,,,,
201A,84A,,70828.18,70908.63,184.98,184.93,1,2.233333333,0,5,6.25,1.25,,,2565.483582,,,,,,,
201B,84B,,70908.63,71005.17,184.93,184.87,1,2.366666667,0,5,6.25,1.25,,,2420.949296,,,,,,,
202,85,,71005.17,71085.62,184.87,184.82,1,0,,,0,,,,,,,,,,,
203,86,,71085.62,71246.52,184.82,184.72,1,3,1,4.62,6.25,1.63,,,1909.86,,,,,,,
204,87,,71246.52,71423.51,184.72,184.61,1,0,,,0,,,,,,,,,,,
205A,88A,,71423.51,71745.31,184.61,184.41,1,3,1,3.75,6.25,2.5,,,1909.86,,,,,,,
205B,88B,,71745.31,72067.11,184.41,184.21,1,1.95,1,3.75,6.25,2.5,,,2938.246154,,,,,,,
206,89,,72067.11,72405,184.21,184,1,0,,,0,,,,,,,,,,,
207,90,,72405,72614.17,184,183.87,1,3.3,1,3.25,6.25,3,,,1736.236364,,,,,,,
208,91,,72614.17,72742.89,183.87,183.79,1,0,,,0,,,,,,,,,,,
209A,92A,,72742.89,72855.52,183.79,183.72,1,0.216666667,1,0.682556452,0.682556452,0,,,26444.21538,,,,,,,
209B,92B,,72855.52,72952.06,183.72,183.66,1,0.166666667,1,0,0,0,,,34377.48,,,,,,,
210,93,,72952.06,73885.28,183.66,183.08,1,0,,,0,,,,,,,,,,,
211A,94A,,73885.28,74255.35,183.08,182.85,1,4,1,1.25,6.25,5,,,1432.395,,,,,,,
211B,94B,,74255.35,74641.51,182.85,182.61,1,4.166666667,1,1.25,6.25,5,,,1375.0992,,,,,,,
212,95,,74641.51,75542.55,182.61,182.05,1,0,,,0,,,,,,,,,,,
213,96,,75542.55,75703.45,182.05,181.95,1,4.95,0,0.75,6.25,5.5,,,1157.490909,,,,,,,
214,97,,75703.45,76958.47,181.95,181.17,1,0,,,0,,,,,,,,,,,
215,98,,76958.47,77505.53,181.17,180.83,1,1.75,0,0.75,6.25,5.5,,,3274.045714,,,,,,,
216,99,,77505.53,81608.48,180.83,178.28,1,0,,,0,,,,,,,,,,,
217,100,,81608.48,81672.84,178.28,178.24,1,0.03,1,0,0.38,0.38,,,190986,,,,,,,
218,101,,81672.84,82235.99,178.24,177.89,1,0,,,0,,,,,,,,,,,
219,102,,82235.99,82396.89,177.89,177.79,1,0.04,1,0,0.75,0.75,,,143239.5,,,,,,,
220,103,,82396.89,87947.94,177.79,174.34,1,0,,,0,,,,,,,,,,,
221,104,,87947.94,88591.54,174.34,173.94,1,1.55,1,0.37,6.25,5.88,,,3696.503226,,,,,,,
222,105,,88591.54,89605.21,173.94,173.31,1,0,,,0,,,,,,,,,,,
223,106,,89605.21,89878.74,173.31,173.14,1,1.25,0,1.12,6.25,5.13,,,4583.664,,,,,,,
224,107,,89878.74,91230.3,173.14,172.3,1,0,,,0,,,,,,,,,,,
225A,108A,,91230.3,91471.65,172.3,172.15,1,1.483333333,0,1.12,6.25,5.13,,,3862.638202,,,,,,,
225B,108B,,91471.65,91793.45,172.15,171.95,1,1.266666667,0,1.87,6.25,4.38,,,4523.352632,,,,,,,
225C,108C,,91793.45,92099.16,171.95,171.76,1,1.05,0,2.75,6.25,3.5,,,5456.742857,,,,,,,
226,109,,92099.16,93482.9,171.76,170.9,1,0,,,0,,,,,,,,,,,
227,110,,93482.9,93563.35,170.9,170.85,1,0.983333333,1,1.12,6.25,5.13,,,5826.691525,,,,,,,
228,111,,93563.35,96781.35,170.85,168.85,1,0,,,0,,,,,,,,,,,
229,112,,96781.35,97022.7,168.85,168.7,1,0.03,0,0,0.38,0.38,,,190986,,,,,,,
230,113,,97022.7,98374.26,168.7,167.86,1,0,,,0,,,,,,,,,,,
231,114,,98374.26,98535.16,167.86,167.76,1,0.096666667,1,0,0.38,0.38,,,59271.51724,,,,,,,
232,115,,98535.16,98583.43,167.76,167.73,1,0,,,0,,,,,,,,,,,
233,116,,98583.43,98728.24,167.73,167.64,1,0.09,0,0,0.38,0.38,,,63662,,,,,,,
234,117,,98728.24,102895.55,167.64,165.05,1,0,,,0,,,,,,,,,,,
235,1,,0,160.9,229,228.9,3,0,,,0,,,,,,,,,,,
236,2,,160.9,482.7,228.9,228.7,3,10.23333333,0,5.75,6.25,0.5,,,559.8938111,,,,,,,
237,3,,482.7,1222.84,228.7,228.24,3,0,,,0,,,,,,,,,,,
238,4,,1222.84,2172.15,228.24,227.65,3,3.366666667,1,6.25,6.25,0,,,1701.855446,,,,,,,
239,5,,2172.15,2445.68,227.65,227.48,3,0,,,0,,,,,,,,,,,
240,6,,2445.68,2574.4,227.48,227.4,3,1.133333333,1,6.25,6.25,0,,,5055.511765,,,,,,,
241,7,,2574.4,2654.85,227.4,227.35,3,0,,,0,,,,,,,,,,,
242,8,,2654.85,2735.3,227.35,227.3,3,10,1,4.25,6.25,2,,,572.958,,,,,,,
243,9,,2735.3,2815.75,227.3,227.25,3,0,,,0,,,,,,,,,,,
244,10,,2815.75,2976.65,227.25,227.15,3,1.133333333,0,3.25,6.25,3,,,5055.511765,,,,,,,
245,11,,2976.65,3620.25,227.15,226.75,3,0,,,0,,,,,,,,,,,
246,12,,3620.25,3732.88,226.75,226.68,3,0.566666667,0,4.75,6.25,1.5,,,10111.02353,,,,,,,
247,13,,3732.88,3829.42,226.68,226.62,3,0,,,0,,,,,,,,,,,
248,14,,3829.42,3958.14,226.62,226.54,3,0.566666667,1,6.25,6.25,0,,,10111.02353,,,,,,,
249,15,,3958.14,4119.04,226.54,226.44,3,0,,,0,,,,,,,,,,,
250,16,,4119.04,4231.67,226.44,226.37,3,0.633333333,1,6.25,6.25,0,,,9046.705263,,,,,,,
251,17,,4231.67,4344.3,226.37,226.3,3,0,,,0,,,,,,,,,,,
252,18,,4344.3,4424.75,226.3,226.25,3,0.633333333,0,6.25,6.25,0,,,9046.705263,,,,,,,
253,19,,4424.75,4473.02,226.25,226.22,3,0,,,0,,,,,,,,,,,
254,20,,4473.02,5470.6,226.22,225.6,3,1,1,1.25,6.25,5,,,5729.58,,,,,,,
255,21,,5470.6,5711.95,225.6,225.45,3,0,,,0,,,,,,,,,,,
256,22,,5711.95,6114.2,225.45,225.2,3,1.283333333,0,0.25,6.25,6,,,4464.607792,,,,,,,
257,23,,6114.2,6226.83,225.2,225.13,3,0,,,0,,,,,,,,,,,
258,24,,6226.83,6725.62,225.13,224.82,3,1.066666667,1,1.5,6.25,4.75,,,5371.48125,,,,,,,
259,25,,6725.62,6999.15,224.82,224.65,3,0,,,0,,,,,,,,,,,
260,26,,6999.15,7369.22,224.65,224.42,3,0.85,0,2.25,6.25,4,,,6740.682353,,,,,,,
261,27,,7369.22,8398.98,224.42,223.78,3,0,,,0,,,,,,,,,,,
262,28,,8398.98,8527.7,223.78,223.7,3,0.233333333,0,1.114736477,1.114736477,0,,,24555.34286,,,,,,,
263,29,,8527.7,9074.76,223.7,223.36,3,0,,,0,,,,,,,,,,,
264,30,,9074.76,9830.99,223.36,222.89,3,1.133333333,1,3.25,6.25,3,,,5055.511765,,,,,,,
265,31,,9830.99,10201.06,222.89,222.66,3,0,,,0,,,,,,,,,,,
266,32,,10201.06,10555.04,222.66,222.44,3,1.216666667,0,2.75,6.25,3.5,,,4709.243836,,,,,,,
267,33,,10555.04,12872,222.44,221,3,0,,,0,,,,,,,,,,,
268,34,,12872,13129.44,221,220.84,3,1,0,2.25,6.25,4,,,5729.58,,,,,,,
269,35,,13129.44,16090,220.84,219,3,0,,6.25,6.25,,,,,,,,,,,
270,1,,0,24220.567,0,15.05,4,7.3,1,4.25,6.25,2,,,784.8739726,,,,,,,
271,2,,24220.567,25009.1436,15.05,15.54,4,0,,6.25,6.25,,,,,,,,,,,
272,3,,25009.1436,25234.4512,15.54,15.68,4,5,1,5.25,6.25,1,,,1145.916,,,,,,,
273,4,,25234.4512,25314.9182,15.68,15.73,4,0,,6.25,6.25,,,,,,,,,,,
274,5,,25314.9182,25749.44,15.73,16,4,1.716666667,0,4.5,6.25,1.75,,,3337.619417,,,,,,,
275,6,,25749.44,25829.907,16,16.05,4,0,,6.25,6.25,,,,,,,,,,,
276,7,,25829.907,25910.374,16.05,16.1,4,4,1,2.5,6.25,3.75,,,1432.395,,,,,,,
277,8,,25910.374,26618.4836,16.1,16.54,4,0,,6.25,6.25,,,,,,,,,,,
278,9,,26618.4836,26779.4176,16.54,16.64,4,3.433333333,0,3.25,6.25,3,,,1668.809709,,,,,,,
279,10,,26779.4176,26940.3516,16.64,16.74,4,1.25,0,4.5,6.25,1.75,,,4583.664,,,,,,,
280,11,,26940.3516,27310.4998,16.74,16.97,4,2.5,0,4.25,6.25,2,,,2291.832,,,,,,,
281,12,,27310.4998,28485.318,16.97,17.7,4,0,,6.25,6.25,,,,,,,,,,,
282,13,,28485.318,28694.5322,17.7,17.83,4,3.433333333,1,3.25,6.25,3,,,1668.809709,,,,,,,
283,14,,28694.5322,29193.4276,17.83,18.14,4,2,1,4,6.25,2.25,,,2864.79,,,,,,,
284,15,,29193.4276,30014.191,18.14,18.65,4,0,,6.25,6.25,,,,,,,,,,,
285,16,,30014.191,30175.125,18.65,18.75,4,6.45,0,4.75,6.25,1.5,,,888.3069767,,,,,,,
286,17,,30175.125,30336.059,18.75,18.85,4,3.766666667,0,4.75,6.25,1.5,,,1521.127434,,,,,,,
287,18,,30336.059,30384.3392,18.85,18.88,4,0,,6.25,6.25,,,,,,,,,,,
288,19,,30384.3392,30496.993,18.88,18.95,4,8,0,4.75,6.25,1.5,,,716.1975,,,,,,,
289,20,,30496.993,31221.196,18.95,19.4,4,0,,6.25,6.25,,,,,,,,,,,
290,21,,31221.196,31462.597,19.4,19.55,4,1,1,6.25,6.25,0,,,5729.58,,,,,,,
291,22,,31462.597,32041.9594,19.55,19.91,4,0,,,,,,,,,,,,,,
