7.0,270.0
5.0,285.0
5.0,300.0
6.0,300.0
5.0,315.0
6.0,315.0
5.0,330.0
6.0,330.0
5.0,345.0
6.0,345.0
5.0,360.0
6.0,360.0
5.0,375.0
6.0,375.0
5.0,390.0
6.0,390.0
5.0,405.0
6.0,405.0
5.0,420.0
6.0,420.0
5.0,435.0
6.0,435.0
5.0,450.0
6.0,450.0
5.0,465.0
6.0,465.0
5.0,480.0
6.0,480.0
5.0,495.0
6.0,495.0
5.0,510.0
6.0,510.0
5.0,525.0
6.0,525.0
2.0,540.0
5.0,540.0
2.0,555.0
5.0,555.0
2.0,570.0
5.0,570.0
2.0,585.0
5.0,585.0
2.0,600.0
5.0,600.0
2.0,615.0
5.0,615.0
1.0,630.0
2.0,630.0
1.0,645.0
2.0,645.0
1.0,660.0
2.0,660.0
1.0,675.0
2.0,675.0
1.0,690.0
2.0,690.0
9.0,690.0
2.0,705.0
2.0,720.0
5.0,720.0
2.0,735.0
5.0,735.0
2.0,750.0
5.0,750.0
2.0,765.0
5.0,765.0
2.0,780.0
5.0,780.0
2.0,795.0
5.0,795.0
2.0,810.0
5.0,810.0
2.0,825.0
5.0,825.0
2.0,840.0
5.0,840.0
2.0,855.0
5.0,855.0
2.0,870.0
5.0,870.0
2.0,885.0
5.0,885.0
2.0,900.0
5.0,900.0
2.0,915.0
5.0,915.0
4.0,930.0
5.0,930.0
5.0,945.0
10.0,945.0
5.0,960.0
6.0,960.0
5.0,975.0
6.0,975.0
5.0,990.0
6.0,990.0
5.0,1005.0
6.0,1005.0
5.0,1020.0
6.0,1020.0
5.0,1035.0
6.0,1035.0
5.0,1050.0
6.0,1050.0
5.0,1065.0
6.0,1065.0
5.0,1080.0
6.0,1080.0
5.0,1095.0
6.0,1095.0
5.0,1110.0
6.0,1110.0
5.0,1125.0
6.0,1125.0
5.0,1140.0
6.0,1140.0
5.0,1155.0
6.0,1155.0
5.0,1170.0
6.0,1170.0
4.0,1185.0
10.0,1200.0
10.0,1215.0
