9.0,60.0
7.0,270.0
5.0,285.0
1.0,300.0
2.0,300.0
2.0,315.0
1.0,330.0
2.0,330.0
1.0,345.0
2.0,345.0
1.0,360.0
2.0,360.0
3.0,360.0
9.0,360.0
1.0,375.0
2.0,375.0
1.0,390.0
2.0,390.0
1.0,405.0
2.0,405.0
1.0,420.0
2.0,420.0
1.0,435.0
2.0,435.0
1.0,450.0
2.0,450.0
1.0,465.0
2.0,465.0
1.0,480.0
2.0,480.0
1.0,495.0
2.0,495.0
1.0,510.0
2.0,510.0
1.0,525.0
2.0,525.0
1.0,540.0
2.0,540.0
1.0,555.0
2.0,555.0
1.0,570.0
2.0,570.0
1.0,585.0
2.0,585.0
1.0,600.0
2.0,600.0
1.0,615.0
2.0,615.0
1.0,630.0
2.0,630.0
1.0,645.0
2.0,645.0
1.0,660.0
2.0,660.0
1.0,675.0
2.0,675.0
1.0,690.0
2.0,690.0
1.0,705.0
2.0,705.0
1.0,720.0
2.0,720.0
1.0,735.0
2.0,735.0
1.0,750.0
2.0,750.0
1.0,765.0
2.0,765.0
1.0,780.0
2.0,780.0
1.0,795.0
2.0,795.0
1.0,810.0
2.0,810.0
1.0,825.0
2.0,825.0
1.0,840.0
2.0,840.0
1.0,855.0
2.0,855.0
1.0,870.0
2.0,870.0
1.0,885.0
2.0,885.0
1.0,900.0
2.0,900.0
1.0,915.0
2.0,915.0
1.0,930.0
2.0,930.0
1.0,945.0
2.0,945.0
1.0,960.0
2.0,960.0
1.0,975.0
2.0,975.0
1.0,990.0
2.0,990.0
1.0,1005.0
2.0,1005.0
1.0,1020.0
2.0,1020.0
1.0,1035.0
2.0,1035.0
1.0,1050.0
2.0,1050.0
1.0,1065.0
2.0,1065.0
1.0,1080.0
2.0,1080.0
1.0,1095.0
2.0,1095.0
1.0,1110.0
2.0,1110.0
1.0,1125.0
2.0,1125.0
1.0,1140.0
2.0,1140.0
1.0,1155.0
2.0,1155.0
4.0,1170.0
4.0,1185.0
4.0,1200.0
10.0,1215.0
10.0,1230.0
