Route_id,Event_list,Route_desc,Direc,Pair_id,Express_service
1,"BS-1,SS-1,SS-3",Run_Express,0,2,0
2,"BS-1,SS-1,SS-2,SS-3,SS-4,SS-5,SS-6,SS-7,SS-8,SS-9,SS-10,SS-11,SS-12,SS-13,SS-14,SS-15,SS-16,SS-35,SS-36",LocalFar_GC,0,1,0
3,"BS-1,SS-16,SS-17,SS-18,SS-19,SS-20,SS-21,SS-22,SS-23,SS-24,SS-25,SS-26,SS-27,SS-28,SS-32,SS-35,SS-36",LocalClose_GC,0,4,0
4,"BS-1,SS-1,SS-5,SS-16,SS-36",Express_GC,0,3,0
5,"BS-1,SS-1,SS-5,SS-16,CP-1,SS-41",Express_PS,0,6,0
6,"BS-1,SS-16,SS-17,SS-18,SS-19,SS-20,SS-21,SS-22,SS-23,SS-24,SS-25,SS-26,CP-1,SS-37,SS-38,SS-39,SS-40,SS-41",Local_PS,0,5,0
