1.0,5.0
2.0,5.0
2.0,25.0
1.0,30.0
2.0,45.0
1.0,55.0
2.0,65.0
1.0,80.0
2.0,85.0
2.0,105.0
1.0,110.0
2.0,125.0
1.0,135.0
2.0,145.0
2.0,165.0
1.0,170.0
2.0,185.0
1.0,195.0
2.0,205.0
2.0,225.0
1.0,230.0
2.0,245.0
1.0,255.0
2.0,265.0
2.0,285.0
1.0,290.0
2.0,305.0
1.0,315.0
2.0,325.0
2.0,345.0
1.0,350.0
2.0,365.0
1.0,375.0
2.0,385.0
2.0,405.0
1.0,410.0
2.0,425.0
1.0,435.0
2.0,445.0
2.0,465.0
1.0,470.0
2.0,485.0
1.0,495.0
2.0,505.0
2.0,525.0
1.0,530.0
2.0,545.0
1.0,555.0
2.0,565.0
2.0,585.0
1.0,590.0
2.0,605.0
1.0,615.0
2.0,625.0
2.0,645.0
1.0,650.0
2.0,665.0
1.0,675.0
2.0,685.0
2.0,705.0
1.0,710.0
2.0,725.0
1.0,735.0
2.0,745.0
2.0,765.0
1.0,770.0
2.0,785.0
1.0,795.0
2.0,805.0
2.0,825.0
1.0,830.0
2.0,845.0
1.0,855.0
2.0,865.0
2.0,885.0
1.0,890.0
2.0,905.0
1.0,915.0
2.0,925.0
2.0,945.0
1.0,950.0
2.0,965.0
1.0,975.0
2.0,985.0
2.0,1005.0
1.0,1010.0
2.0,1025.0
1.0,1035.0
2.0,1045.0
1.0,1070.0
2.0,1070.0
2.0,1090.0
1.0,1095.0
2.0,1110.0
1.0,1130.0
2.0,1130.0
2.0,1150.0
