3.0,5.0
4.0,5.0
3.0,20.0
4.0,20.0
3.0,35.0
4.0,35.0
3.0,50.0
4.0,50.0
3.0,65.0
4.0,65.0
3.0,80.0
4.0,80.0
3.0,95.0
4.0,95.0
3.0,110.0
4.0,110.0
3.0,125.0
4.0,125.0
3.0,140.0
4.0,140.0
3.0,155.0
4.0,155.0
3.0,170.0
4.0,170.0
3.0,185.0
4.0,185.0
3.0,200.0
4.0,200.0
3.0,215.0
4.0,215.0
3.0,230.0
4.0,230.0
3.0,245.0
4.0,245.0
3.0,260.0
4.0,260.0
3.0,275.0
4.0,275.0
3.0,290.0
4.0,290.0
3.0,305.0
4.0,305.0
3.0,320.0
4.0,320.0
3.0,335.0
4.0,335.0
3.0,350.0
4.0,350.0
3.0,365.0
4.0,365.0
3.0,380.0
4.0,380.0
3.0,395.0
4.0,395.0
3.0,410.0
4.0,410.0
3.0,425.0
4.0,425.0
3.0,440.0
4.0,440.0
3.0,455.0
4.0,455.0
3.0,470.0
4.0,470.0
3.0,485.0
4.0,485.0
3.0,500.0
4.0,500.0
3.0,515.0
4.0,515.0
3.0,530.0
4.0,530.0
3.0,545.0
4.0,545.0
3.0,560.0
4.0,560.0
3.0,575.0
4.0,575.0
3.0,590.0
4.0,590.0
3.0,615.0
4.0,615.0
3.0,630.0
4.0,630.0
3.0,645.0
4.0,645.0
3.0,660.0
4.0,660.0
3.0,675.0
4.0,675.0
3.0,690.0
4.0,690.0
3.0,705.0
4.0,705.0
3.0,720.0
4.0,720.0
3.0,735.0
4.0,735.0
3.0,750.0
4.0,750.0
3.0,765.0
4.0,765.0
3.0,780.0
4.0,780.0
3.0,795.0
4.0,795.0
3.0,810.0
4.0,810.0
3.0,825.0
4.0,825.0
3.0,840.0
4.0,840.0
3.0,855.0
4.0,855.0
3.0,870.0
4.0,870.0
3.0,885.0
4.0,885.0
3.0,900.0
4.0,900.0
3.0,915.0
4.0,915.0
3.0,930.0
4.0,930.0
3.0,945.0
4.0,945.0
3.0,960.0
4.0,960.0
3.0,975.0
4.0,975.0
3.0,990.0
4.0,990.0
3.0,1005.0
4.0,1005.0
3.0,1020.0
4.0,1020.0
3.0,1035.0
4.0,1035.0
3.0,1050.0
4.0,1050.0
3.0,1065.0
4.0,1065.0
3.0,1080.0
4.0,1080.0
3.0,1095.0
4.0,1095.0
3.0,1110.0
4.0,1110.0
3.0,1125.0
4.0,1125.0
3.0,1140.0
4.0,1140.0
3.0,1155.0
4.0,1155.0
3.0,1170.0
4.0,1170.0
3.0,1185.0
4.0,1185.0
3.0,1200.0
4.0,1200.0
