,time,id,route,state,speed,goal_speed,track,speed_limit,location_id,location_distance,total_distance,master_block,sub_block,route_direction,signal
0,1,1,4,Dwell at station,0.0,0.0,2,88.0,SouthStation_2,0.0,0.0,1,,0,
1,2,1,4,Dwell at station,0.0,0.0,2,88.0,SouthStation_2,0.0,0.0,1,,0,
2,3,1,4,Free move,0.0,88.0,2,88.0,SouthStation_2,0.0,0.0,1,,0,
3,4,1,4,Free move,0.6494891826923077,88.0,2,88.0,1,,0.32474459134615385,1,,0,
4,5,1,4,Free move,1.2989771567872233,88.0,2,88.0,1,,1.2989777610859194,1,,0,
5,6,1,4,Free move,1.9484639144627165,88.0,2,88.0,1,,2.922698296710889,1,,0,
6,7,1,4,Free move,2.597949447896816,88.0,2,88.0,1,,5.195904977890655,1,,0,
7,8,1,4,Free move,3.2474337492676084,88.0,2,88.0,1,,8.118596576472868,1,,0,
8,9,1,4,Free move,3.8969168107532406,88.0,2,88.0,1,,11.690771856483293,1,,0,
9,10,1,4,Free move,4.546398624531919,88.0,2,88.0,1,,15.912429574125873,1,,0,
10,11,1,4,Free move,5.195879182781908,88.0,2,88.0,1,,20.783568477782786,1,,0,
11,12,1,4,Free move,5.845358477681536,88.0,2,88.0,1,,26.30418730801451,1,,0,
12,13,1,4,Free move,6.494836501409189,88.0,2,88.0,1,,32.474284797559875,1,,0,
13,14,1,4,Free move,7.144313246143316,88.0,2,88.0,1,,39.29385967133613,1,,0,
14,15,1,4,Free move,7.793788704062425,88.0,2,88.0,1,,46.762910646438996,1,,0,
15,16,1,4,Free move,8.44326286734509,88.0,2,88.0,1,,54.881436432142756,1,,0,
16,17,1,4,Free move,9.092735728169943,88.0,2,88.0,1,,63.649435729900276,1,,0,
17,18,1,4,Free move,9.74220727871568,88.0,2,88.0,1,,73.06690723334309,1,,0,
18,19,1,4,Free move,10.391677511161062,88.0,2,88.0,1,,83.13384962828145,1,,0,
19,20,1,4,Free move,11.04114641768491,88.0,2,88.0,1,,93.85026159270444,1,,0,
20,21,1,4,Free move,11.690613990466112,88.0,2,88.0,1,,105.21614179677995,1,,0,
21,22,1,4,Free move,12.340080221683618,88.0,2,88.0,1,,117.23148890285482,1,,0,
22,23,1,4,Free move,12.989545103516443,88.0,2,88.0,1,,129.89630156545485,1,,0,
23,24,1,4,Free move,13.639008628143667,88.0,2,88.0,1,,143.21057843128492,1,,0,
24,25,1,4,Free move,14.288470787744437,88.0,2,18.572228269629022,1,,157.17431813922897,2,,0,
25,26,1,4,Free move,14.937931574497961,18.572228269629022,2,18.572228269629022,2,,171.78751932035019,2,,0,
26,27,1,4,Free move,15.587390980583518,18.572228269629022,2,18.572228269629022,2,,187.05018059789091,2,,0,
27,28,1,4,Free move,16.23684899818045,18.572228269629022,2,18.572228269629022,2,,202.9623005872729,2,,0,
28,29,1,4,Free move,16.886305619468168,18.572228269629022,2,18.572228269629022,2,,219.5238778960972,2,,0,
29,30,1,4,Free move,17.53576083662615,18.572228269629022,2,18.572228269629022,2,,236.73491112414433,2,,0,
30,31,1,4,Free move,18.185214641833937,18.572228269629022,2,18.572228269629022,2,,254.59539886337438,2,,0,
31,32,1,4,Free move,18.834668447041725,18.572228269629022,2,18.572228269629022,2,,273.1053404078122,2,,0,
32,33,1,4,Free move,17.77334586367804,18.572228269629022,2,18.572228269629022,2,,291.4093475631721,2,,0,
33,34,1,4,Free move,18.422799150408846,18.572228269629022,2,18.572228269629022,2,,309.5074200702155,2,,0,
34,35,1,4,Free move,19.072252437139653,18.572228269629022,2,18.572228269629022,2,,328.25494586398975,2,,0,
35,36,1,4,Free move,18.024158165232315,18.572228269629022,2,18.572228269629022,2,,346.80315116517573,2,,0,
36,37,1,4,Free move,16.976063893324977,18.572228269629022,2,18.572228269629022,2,,364.30326219445436,2,,0,
37,38,1,4,Free move,17.6255189158096,18.572228269629022,2,18.572228269629022,2,,381.60405359902165,2,,0,
38,39,1,4,Free move,18.27497252526321,18.572228269629022,2,18.572228269629022,2,,399.5542993195581,2,,0,
39,40,1,4,Free move,18.924426134716818,18.572228269629022,2,18.572228269629022,2,,418.1539986495481,2,,0,
40,41,1,4,Free move,17.868140157825582,18.572228269629022,2,18.572228269629022,2,,436.5502817958193,2,,0,
41,42,1,4,Free move,18.51759323739652,18.572228269629022,2,18.572228269629022,2,,454.74314849343034,2,,0,
42,43,1,4,Free move,19.16704631696746,18.572228269629022,2,88.0,2,,473.58546827061235,3,,0,
43,44,1,4,Free move,18.124138500539065,88.0,2,88.0,3,,492.2310606793656,3,,0,
44,45,1,4,Free move,18.77359101982806,88.0,2,88.0,3,,510.67992543954915,3,,0,
45,46,1,4,Free move,19.423042112261598,88.0,2,88.0,3,,529.7782420055939,3,,0,
46,47,1,4,Free move,20.072491770019415,88.0,2,88.0,3,,549.5260089467345,3,,0,
47,48,1,4,Free move,20.721939985281328,88.0,2,88.0,3,,569.9232248243849,3,,0,
48,49,1,4,Free move,21.371386750227217,88.0,2,88.0,3,,590.9698881921391,3,,0,
49,50,1,4,Free move,22.020832057037033,88.0,2,88.0,3,,612.6659975957713,3,,0,
50,51,1,4,Free move,22.670275897890797,88.0,2,88.0,3,,635.0115515732352,3,,0,
51,52,1,4,Free move,23.3197182649686,88.0,2,88.0,3,,658.0065486546649,3,,0,
52,53,1,4,Free move,23.969159150450604,88.0,2,88.0,3,,681.6509873623745,3,,0,
53,54,1,4,Free move,24.618598546517045,88.0,2,88.0,3,,705.9448662108583,3,,0,
54,55,1,4,Free move,25.268036445348226,88.0,2,88.0,3,,730.888183706791,3,,0,
55,56,1,4,Free move,25.917472839124525,88.0,2,88.0,3,,756.4809383490274,3,,0,
56,57,1,4,Free move,26.566907720026393,88.0,2,88.0,3,,782.7231286286028,3,,0,
57,58,1,4,Free move,27.21634108023435,88.0,2,88.0,3,,809.6147530287332,3,,0,
58,59,1,4,Free move,27.865772911928996,88.0,2,88.0,3,,837.1558100248149,3,,0,
59,60,1,4,Free move,28.515203207290995,88.0,2,88.0,3,,865.3462980844248,3,,0,
60,61,1,4,Free move,29.164631958501094,88.0,2,88.0,3,,894.1862156673209,3,,0,
