Track_num,Section_id,Curve_degree,Curve_direction,Cant,Max_speed,length,Section,Track_id,Start_loc,End_loc,Track_segment
4,2478,1,1,7,,377.285,MID,MID_4,32676.928,33054.213,73
3,2479,0,,,,567.2,CCT,CCT_3,15470.042,16037.242,44
2,2480,0,,,,567.306,MN,MN_2,33957.315,34524.621,89
4,2481,0,,,,567.357,MID,MID_4,33054.213,33621.57,74
3,2482,1.07,1,7,,817.472,CCT,CCT_3,16037.242,16854.714,45
3,2483,1.07,1,7,,698.123,CCT,CCT_3,16854.714,17552.837,46
2,2484,1.07,1,7,,1521.632,MN,MN_2,34524.621,36046.253,90
4,2485,1.07,1,7,,715.558,MID,MID_4,34430.87,35146.428,76
4,2486,1.07,1,7,,809.3,MID,MID_4,33621.57,34430.87,75
3,2487,0,,,,841.195,CCT,CCT_3,17552.837,18394.032,47
2,2488,0,,,,841.022,MN,MN_2,36046.253,36887.275,91
4,2489,0,,,,840.93,MID,MID_4,35146.428,35987.358,77
3,2490,2.25,1,7,,464.633,CCT,CCT_3,18394.032,18858.665,48
2,2491,2.25,1,7,,460.707,MN,MN_2,36887.275,37347.982,92
4,2492,2.25,1,7,,458.535,MID,MID_4,35987.358,36445.893,78
3,2493,0,,,,268.155,CCT,CCT_3,18858.665,19126.82,49
2,2494,0,,,,309.896,MN,MN_2,39070.474,39380.37,98
2,2495,0,,,,305.611,MN,MN_2,38764.863,39070.474,97
2,2496,0,,,,63.24,MN,MN_2,38701.623,38764.863,96
2,2497,0,,,,294.218,MN,MN_2,38407.405,38701.623,95
2,2498,0,,,,790.527,MN,MN_2,37616.878,38407.405,94
4,2499,0,,,,103.802,MID,MID_4,38373.893,38477.695,83
4,2500,0,,,,1073.239,MID,MID_4,37300.654,38373.893,82
4,2501,0,,,,312.884,MID,MID_4,36987.77,37300.654,81
4,2502,0,,,,273.134,MID,MID_4,36714.636,36987.77,80
3,2503,1,1,7,,485.713,CCT,CCT_3,20891.069,21376.782,54
2,2504,1,1,7,,487.439,MN,MN_2,39380.37,39867.809,99
4,2505,1,1,7,,488.901,MID,MID_4,38477.695,38966.596,84
3,2506,0,,,,888.363,CCT,CCT_3,21376.782,22265.145,55
3,2507,0,,,,447.34,CCT,CCT_3,22265.145,22712.485,56
2,2508,0,,,,1336.352,MN,MN_2,39867.809,41204.161,100
4,2509,0,,,,448.513,MID,MID_4,39854.461,40302.974,86
4,2510,0,,,,887.865,MID,MID_4,38966.596,39854.461,85
3,2511,1.45,1,7,,802.25,CCT,CCT_3,22712.485,23514.735,57
4,2512,1.45,1,7,,809.653,MID,MID_4,40302.974,41112.627,87
2,2513,1.45,1,7,,806.93,MN,MN_2,41204.161,42011.091,101
3,2514,0,,,,775.373,CCT,CCT_3,23514.735,24290.108,58
3,2515,1.38,1,7,,538.147,CCT,CCT_3,24290.108,24828.255,59
2,2516,0,,,,775.251,MN,MN_2,42011.091,42786.342,102
4,2517,0,,,,775.184,MID,MID_4,41112.627,41887.811,88
2,2518,1.38,1,7,,535.542,MN,MN_2,42786.342,43321.884,103
4,2519,1.38,1,7,,534.041,MID,MID_4,41887.811,42421.852,89
3,2520,0,,,,969.266,CCT,CCT_3,24828.255,25797.521,60
2,2521,0,,,,969.147,MN,MN_2,43321.884,44291.031,104
4,2522,0,,,,969.284,MID,MID_4,42421.852,43391.136,90
3,2523,0.93,1,7,,220.173,CCT,CCT_3,25797.521,26017.694,61
2,2524,0.93,1,7,,219.586,MN,MN_2,44291.031,44510.617,105
4,2525,0.93,1,7,,219.025,MID,MID_4,43391.136,43610.161,91
3,2526,0,,,,1179.055,CCT,CCT_3,26017.694,27196.749,62
3,2527,0,,,,158.379,CCT,CCT_3,27196.749,27355.128,63
2,2528,0,,,,1336.675,MN,MN_2,44510.617,45847.292,106
4,2529,0,,,,168.767,MID,MID_4,44777.935,44946.702,93
4,2530,0,,,,1167.774,MID,MID_4,43610.161,44777.935,92
3,2531,1.07,1,7,,59.637,CCT,CCT_3,27355.128,27414.765,64
3,2532,1.07,1,7,,172.362,CCT,CCT_3,27414.765,27587.127,65
2,2533,1.07,1,7,,443.333,MN,MN_2,46078.878,46522.211,109
4,2534,1.07,1,7,,442.14,MID,MID_4,45177.886,45620.026,95
3,2535,0,,,,1624.69,CCT,CCT_3,28032.727,29657.417,67
2,2536,0,,,,1625.034,MN,MN_2,46522.211,48147.245,110
4,2537,0,,,,1625.248,MID,MID_4,45620.026,47245.274,96
3,2538,1,1,7,,182.049,CCT,CCT_3,29657.417,29839.466,68
2,2539,1,1,7,,182.792,MN,MN_2,48147.245,48330.037,111
4,2540,1,1,7,,183.224,MID,MID_4,47245.274,47428.498,97
3,2541,0,,,,512.016,CCT,CCT_3,29839.466,30351.482,69
3,2542,0,,,,698.798,CCT,CCT_3,30351.482,31050.28,70
2,2543,0,,,,1211.033,MN,MN_2,48330.037,49541.07,112
4,2544,0,,,,581.699,MID,MID_4,48057.967,48639.666,99
4,2545,0,,,,629.469,MID,MID_4,47428.498,48057.967,98
3,2546,2,1,7,,201.134,CCT,CCT_3,31050.28,31251.414,71
2,2547,2,1,7,,38.056,MN,MN_2,49705.344,49743.4,114
2,2548,2,1,7,,164.274,MN,MN_2,49541.07,49705.344,113
4,2549,2,1,7,,28.058,MID,MID_4,48814.646,48842.704,101
4,2550,2,1,7,,174.98,MID,MID_4,48639.666,48814.646,100
3,2551,0,,,,86.576,CCT,CCT_3,31251.414,31337.99,72
3,2552,0,,,,110.227,CCT,CCT_3,31337.99,31448.217,73
2,2553,0,,,,160.961,MN,MN_2,49779.403,49940.364,117
2,2554,0,,,,9.3,MN,MN_2,49770.103,49779.403,116
2,2555,0,,,,26.703,MN,MN_2,49743.4,49770.103,115
4,2556,0,,,,197.036,MID,MID_4,48842.704,49039.74,102
3,2557,4.07,1,7,,338.836,CCT,CCT_3,31448.217,31787.053,74
3,2558,4.07,1,7,,54.337,CCT,CCT_3,31787.053,31841.39,75
2,2559,4.07,1,7,,387.699,MN,MN_2,49940.364,50328.063,118
4,2560,4.07,1,7,,386.81,MID,MID_4,49039.74,49426.55,103
3,2561,0,,,,164.328,CCT,CCT_3,31841.39,32005.718,76
3,2562,0,,,,246.212,CCT,CCT_3,32005.718,32251.93,77
3,2563,0,,,,267.247,CCT,CCT_3,32251.93,32519.177,78
3,2564,0,,,,396.495,CCT,CCT_3,32519.177,32915.672,79
2,2565,0,,,,135.666,MN,MN_2,51266.202,51401.868,128
2,2566,0,,,,117.983,MN,MN_2,51148.219,51266.202,127
2,2567,0,,,,44.599,MN,MN_2,51103.62,51148.219,126
2,2568,0,,,,1.074,MN,MN_2,51102.546,51103.62,125
2,2569,0,,,,238.285,MN,MN_2,50864.261,51102.546,124
2,2570,0,,,,142.807,MN,MN_2,50721.454,50864.261,123
2,2571,0,,,,322.286,MN,MN_2,50399.168,50721.454,122
2,2572,0,,,,7.781,MN,MN_2,50391.387,50399.168,121
2,2573,0,,,,3.863,MN,MN_2,50387.524,50391.387,120
2,2574,0,,,,59.461,MN,MN_2,50328.063,50387.524,119
4,2575,0,,,,265.786,MID,MID_4,50232.897,50498.683,112
4,2576,0,,,,46.273,MID,MID_4,50186.624,50232.897,111
4,2577,0,,,,116.157,MID,MID_4,50070.467,50186.624,110
4,2578,0,,,,121.645,MID,MID_4,49948.822,50070.467,109
4,2579,0,,,,122.011,MID,MID_4,49826.811,49948.822,108
4,2580,0,,,,259.67,MID,MID_4,49567.141,49826.811,107
4,2581,0,,,,92.194,MID,MID_4,49474.947,49567.141,106
4,2582,0,,,,4.146,MID,MID_4,49470.801,49474.947,105
4,2583,0,,,,44.251,MID,MID_4,49426.55,49470.801,104
3,2584,2.25,1,7,,224.309,CCT,CCT_3,32915.672,33139.981,80
4,2585,2.25,1,7,,221.289,MID,MID_4,50498.683,50719.972,113
2,2586,2.25,1,7,,221.958,MN,MN_2,51401.868,51623.826,129
3,2587,0,,,,562.058,CCT,CCT_3,33139.981,33702.039,81
2,2588,0,,,,562.187,MN,MN_2,51623.826,52186.013,130
4,2589,0,,,,562.245,MID,MID_4,50719.972,51282.217,114
3,2590,1.93,1,7,,974.352,CCT,CCT_3,33702.039,34676.391,82
2,2591,1.93,1,7,,982.642,MN,MN_2,52186.013,53168.655,131
4,2592,1.93,1,7,,986.84,MID,MID_4,51282.217,52269.057,115
3,2593,0,,,,515.051,CCT,CCT_3,34676.391,35191.442,83
3,2594,0,,,,193.656,CCT,CCT_3,35191.442,35385.098,84
2,2595,0,,,,708.784,MN,MN_2,53168.655,53877.439,132
4,2596,0,,,,173.186,MID,MID_4,52804.031,52977.217,117
4,2597,0,,,,534.974,MID,MID_4,52269.057,52804.031,116
3,2598,1.25,1,7,,522.124,CCT,CCT_3,35385.098,35907.222,85
2,2599,1.25,1,7,,523.968,MN,MN_2,53877.439,54401.407,133
4,2600,1.25,1,7,,524.898,MID,MID_4,52977.217,53502.115,118
3,2601,0,,,,884.105,CCT,CCT_3,35907.222,36791.327,86
3,2602,1.233,1,7,,326.861,CCT,CCT_3,36791.327,37118.188,87
2,2603,0,,,,884.055,MN,MN_2,54401.407,55285.462,134
4,2604,0,,,,884.033,MID,MID_4,53502.115,54386.148,119
3,2605,0,,,,430.92,CCT,CCT_3,37118.188,37549.108,88
3,2606,0,,,,208.578,CCT,CCT_3,37549.108,37757.686,89
2,2607,1.233,1,7,,325.565,MN,MN_2,55285.462,55611.027,135
4,2608,1.233,1,7,,324.866,MID,MID_4,54386.148,54711.014,120
2,2609,0,,,,640.155,MN,MN_2,55611.027,56251.182,136
4,2610,0,,,,195.317,MID,MID_4,55156.203,55351.52,122
4,2611,0,,,,445.189,MID,MID_4,54711.014,55156.203,121
3,2612,1.5,1,7,,823.168,CCT,CCT_3,37757.686,38580.854,90
2,2613,1.5,1,7,,817.878,MN,MN_2,56251.182,57069.06,137
4,2614,1.5,1,7,,815.294,MID,MID_4,55351.52,56166.814,123
3,2615,0,,,,517.814,CCT,CCT_3,38580.854,39098.668,91
2,2616,0,,,,517.956,MN,MN_2,57069.06,57587.016,138
4,2617,0,,,,518.03,MID,MID_4,56166.814,56684.844,124
3,2618,2.217,1,7,,682.481,CCT,CCT_3,39098.668,39781.149,92
4,2619,2.217,1,7,,692.014,MID,MID_4,56684.844,57376.858,125
2,2620,2.217,1,7,,688.832,MN,MN_2,57587.016,58275.848,139
3,2621,0,,,,175.132,CCT,CCT_3,39781.149,39956.281,93
3,2622,0,,,,1002.685,CCT,CCT_3,39956.281,40958.966,94
2,2623,0,,,,1177.81,MN,MN_2,58275.848,59453.658,140
4,2624,0,,,,1003.52,MID,MID_4,57551.148,58554.668,127
4,2625,0,,,,174.29,MID,MID_4,57376.858,57551.148,126
3,2626,2,1,7,,1347.887,CCT,CCT_3,40958.966,42306.853,95
4,2627,2,1,7,,1331.728,MID,MID_4,58554.668,59886.396,128
2,2628,2,1,7,,1330.457,MN,MN_2,59453.658,60784.115,141
3,2629,0,,,,145.824,CCT,CCT_3,42306.853,42452.677,96
3,2630,0,,,,196.631,CCT,CCT_3,42452.677,42649.308,97
3,2631,0,,,,86.576,CCT,CCT_3,42649.308,42735.884,98
3,2632,0,,,,165.121,CCT,CCT_3,42735.884,42901.005,99
4,2633,0,,,,382.334,MID,MID_4,60096.681,60479.015,130
4,2634,0,,,,210.285,MID,MID_4,59886.396,60096.681,129
2,2635,0,,,,173.985,MN,MN_2,61209.987,61383.972,145
2,2636,0,,,,204.193,MN,MN_2,61005.794,61209.987,144
2,2637,0,,,,79.189,MN,MN_2,60926.605,61005.794,143
2,2638,0,,,,142.49,MN,MN_2,60784.115,60926.605,142
3,2639,2,1,7,,408.546,CCT,CCT_3,42901.005,43309.551,100
5,2640,2,1,7,,447.906,MID,MID_5,205.617,653.523,1
5,2641,0,,,,573.68,MID,MID_5,653.523,1227.203,2
3,2642,0,,,,574.206,CCT,CCT_3,43309.551,43883.757,101
4,2643,2,1,7,,414.3,MID,MID_4,60479.015,60893.315,131
2,2644,2,1,7,,411.975,MN,MN_2,61383.972,61795.947,146
4,2645,0,,,,574.192,MID,MID_4,60893.315,61467.507,132
2,2646,0,,,,574.699,MN,MN_2,61795.947,62370.646,147
5,2647,2,1,7,,92.537,MID,MID_5,1227.203,1319.74,3
3,2648,2,1,7,,92.818,CCT,CCT_3,43883.757,43976.575,102
2,2649,2,1,7,,156.868,MN,MN_2,62464.63,62621.498,149
4,2650,2,1,7,,158.904,MID,MID_4,61562.375,61721.279,134
3,2651,0,,,,189.2,CCT,CCT_3,44133.389,44322.589,104
3,2652,0,,,,19.403,CCT,CCT_3,44322.589,44341.992,105
3,2653,0,,,,386.227,CCT,CCT_3,44341.992,44728.219,106
3,2654,0,,,,58.387,CCT,CCT_3,44728.219,44786.606,107
3,2655,0,,,,45.059,CCT,CCT_3,44786.606,44831.665,108
3,2656,0,,,,231.806,CCT,CCT_3,44831.665,45063.471,109
3,2657,0,,,,282.627,CCT,CCT_3,45063.471,45346.098,110
5,2658,0,,,,64.598,MID,MID_5,1473.734,1538.332,5
5,2659,0,,,,466.266,MID,MID_5,1538.332,2004.598,6
5,2660,0,,,,137.779,MID,MID_5,2004.598,2142.377,7
5,2661,0,,,,115.144,MID,MID_5,2142.377,2257.521,8
4,2662,0,,,,39.426,MID,MID_4,62349.168,62388.594,138
4,2663,0,,,,203.093,MID,MID_4,62146.075,62349.168,137
4,2664,0,,,,211.768,MID,MID_4,61934.307,62146.075,136
4,2665,0,,,,213.028,MID,MID_4,61721.279,61934.307,135
4,2666,0,,,,107.677,MID,MID_4,62388.594,62496.271,139
5,2667,0,,,,147.499,MID,MID_5,2257.521,2405.02,9
5,2668,0,,,,132.627,MID,MID_5,2405.02,2537.647,10
4,2669,0,,,,149.132,MID,MID_4,62637.148,62786.28,141
4,2670,0,,,,140.877,MID,MID_4,62496.271,62637.148,140
5,2671,0,,,,153.786,MID,MID_5,2537.647,2691.433,11
5,2672,2,1,7,,596.044,MID,MID_5,2691.433,3287.477,12
4,2673,0,,,,103.583,MID,MID_4,62831.216,62934.799,143
4,2674,0,,,,44.936,MID,MID_4,62786.28,62831.216,142
2,2675,0,,,,0.444,MN,MN_2,63835.863,63836.307,157
2,2676,0,,,,297.457,MN,MN_2,63538.406,63835.863,156
2,2677,0,,,,397.536,MN,MN_2,63140.87,63538.406,155
2,2678,0,,,,33.092,MN,MN_2,63107.778,63140.87,154
2,2679,0,,,,6.451,MN,MN_2,63101.327,63107.778,153
2,2680,0,,,,37.326,MN,MN_2,63064.001,63101.327,152
2,2681,0,,,,119.043,MN,MN_2,62944.958,63064.001,151
2,2682,0,,,,323.46,MN,MN_2,62621.498,62944.958,150
5,2683,0,,,,15.412,MID,MID_5,3287.477,3302.889,13
5,2684,0,,,,270.013,MID,MID_5,3302.889,3572.902,14
4,2685,2,1,7,,592.943,MID,MID_4,62934.799,63527.742,144
2,2686,2,1,7,,595.013,MN,MN_2,63836.307,64431.32,158
4,2687,0,,,,111.291,MID,MID_4,63702.601,63813.892,148
4,2688,0,,,,75.973,MID,MID_4,63626.628,63702.601,147
4,2689,0,,,,15.611,MID,MID_4,63611.017,63626.628,146
4,2690,0,,,,83.275,MID,MID_4,63527.742,63611.017,145
2,2691,0,,,,99.962,MN,MN_2,64617.246,64717.208,166
2,2692,0,,,,1.567,MN,MN_2,64615.679,64617.246,165
2,2693,0,,,,8.68,MN,MN_2,64606.999,64615.679,164
2,2694,0,,,,58.597,MN,MN_2,64548.402,64606.999,163
2,2695,0,,,,9.598,MN,MN_2,64538.804,64548.402,162
2,2696,0,,,,15.063,MN,MN_2,64523.741,64538.804,161
2,2697,0,,,,88.297,MN,MN_2,64435.444,64523.741,160
2,2698,0,,,,4.124,MN,MN_2,64431.32,64435.444,159
5,2699,1.433,1,7,,902.633,MID,MID_5,3572.902,4475.535,15
5,2700,0,,,,593.167,MID,MID_5,4475.535,5068.702,16
5,2701,0,,,,300.353,MID,MID_5,5068.702,5369.055,17
2,2702,1.433,1,7,,907.972,MN,MN_2,64717.208,65625.18,167
4,2703,1.433,1,7,,911.003,MID,MID_4,63813.892,64724.895,149
5,2704,1.075,1,7,,464.381,MID,MID_5,5369.055,5833.436,18
2,2705,0,,,,893.587,MN,MN_2,65625.18,66518.767,168
4,2706,0,,,,262.987,MID,MID_4,65355.527,65618.514,151
4,2707,0,,,,630.632,MID,MID_4,64724.895,65355.527,150
5,2708,0,,,,1008.565,MID,MID_5,5833.436,6842.001,19
5,2709,0,,,,156.671,MID,MID_5,6842.001,6998.672,20
2,2710,1.075,1,7,,466.138,MN,MN_2,66518.767,66984.905,169
4,2711,1.075,1,7,,467.15,MID,MID_4,65618.514,66085.664,152
5,2712,0,,,,58.928,MID,MID_5,6998.672,7057.6,21
5,2713,0,,,,4.728,MID,MID_5,7057.6,7062.328,22
5,2714,0,,,,4.88,MID,MID_5,7062.328,7067.208,23
2,2715,0,,,,1165.408,MN,MN_2,66984.905,68150.313,170
4,2716,0,,,,176.496,MID,MID_4,67074.673,67251.169,154
4,2717,0,,,,989.009,MID,MID_4,66085.664,67074.673,153
5,2718,0,,,,586.206,MID,MID_5,7287.618,7873.824,25
5,2719,0,,,,146.223,MID,MID_5,7873.824,8020.047,26
2,2720,0,,,,732.296,MN,MN_2,68437.652,69169.948,174
4,2721,0,,,,144.567,MID,MID_4,68125.266,68269.833,158
4,2722,0,,,,587.672,MID,MID_4,67537.594,68125.266,157
5,2723,0,,,,444.595,MID,MID_5,8293.735,8738.33,28
5,2724,0,,,,482.191,MID,MID_5,8738.33,9220.521,29
5,2725,0,,,,113.417,MID,MID_5,9220.521,9333.938,30
5,2726,0,,,,274.793,MID,MID_5,9602.021,9876.814,32
2,2727,1.292,1,7,,269.992,MN,MN_2,70480.961,70750.953,181
4,2728,1.292,1,7,,269.516,MID,MID_4,69579.464,69848.98,163
2,2729,0,,,,273.792,MN,MN_2,70750.953,71024.745,182
4,2730,0,,,,275.471,MID,MID_4,69848.98,70124.451,164
5,2731,2,1,7,,231.64,MID,MID_5,9876.814,10108.454,33
2,2732,2,1,7,,225.315,MN,MN_2,71024.745,71250.06,183
4,2733,2,1,7,,224.015,MID,MID_4,70124.451,70348.466,165
5,2734,0,,,,202.229,MID,MID_5,10108.454,10310.683,34
5,2735,0,,,,129.033,MID,MID_5,10310.683,10439.716,35
5,2736,2.031,1,7,,793.272,MID,MID_5,10439.716,11232.988,36
2,2737,0,,,,340.692,MN,MN_2,71250.06,71590.752,184
4,2738,0,,,,132.065,MID,MID_4,70558.722,70690.787,167
4,2739,0,,,,210.256,MID,MID_4,70348.466,70558.722,166
2,2740,2.031,1,7,,788.68,MN,MN_2,71590.752,72379.432,185
4,2741,2.031,1,7,,785.24,MID,MID_4,70690.787,71476.027,168
5,2742,0,,,,1369.272,MID,MID_5,11232.988,12602.26,37
2,2743,0,,,,1350.04,MN,MN_2,72379.432,73729.472,186
4,2744,0,,,,1361.08,MID,MID_4,71476.027,72837.107,169
5,2745,2.038,1,7,,274.988,MID,MID_5,12602.26,12877.248,38
3,2746,0,,,,408.734,MID,MID_3,0,408.734,0
2,2747,2.038,1,7,,296.76,MN,MN_2,73729.472,74026.232,187
4,2748,2.038,1,7,,278.359,MID,MID_4,72837.107,73115.466,170
3,2749,2.446,1,7,,237.111,MID,MID_3,408.734,645.845,1
2,2750,0,,,,381.511,MN,MN_2,74026.232,74407.743,188
4,2751,0,,,,391.356,MID,MID_4,73115.466,73506.822,171
3,2752,0,,,,136.428,MID,MID_3,645.845,782.273,2
2,2753,2.446,1,7,,266.702,MN,MN_2,74407.743,74674.445,189
4,2754,2.446,1,7,,266.91,MID,MID_4,73506.822,73773.732,172
3,2755,3.067,1,7,,512.182,MID,MID_3,782.273,1294.455,3
2,2756,0,,,,139.608,MN,MN_2,74674.445,74814.053,190
4,2757,0,,,,139.744,MID,MID_4,73773.732,73913.476,173
3,2758,0,,,,211.134,MID,MID_3,1294.455,1505.589,4
3,2759,0,,,,1539.89,MID,MID_3,1505.589,3045.479,5
2,2760,3.067,1,7,,504.268,MN,MN_2,74814.053,75318.321,191
4,2761,3.067,1,7,,499.984,MID,MID_4,73913.476,74413.46,174
3,2762,1.933,1,7,,683.87,MID,MID_3,3045.479,3729.349,6
2,2763,0,,,,1757.168,MN,MN_2,75318.321,77075.489,192
4,2764,0,,,,1528.68,MID,MID_4,74640.208,76168.888,176
4,2765,0,,,,226.748,MID,MID_4,74413.46,74640.208,175
3,2766,0,,,,27.216,MID,MID_3,3729.349,3756.565,7
3,2767,0,,,,69.112,MID,MID_3,3756.565,3825.677,8
2,2768,1.933,1,7,,688.809,MN,MN_2,77075.489,77764.298,193
4,2769,1.933,1,7,,6.86,MID,MID_4,76860.966,76867.826,178
4,2770,1.933,1,7,,692.078,MID,MID_4,76168.888,76860.966,177
4,2771,0,,,,85.935,MID,MID_4,76867.826,76953.761,179
2,2772,0,,,,89.312,MN,MN_2,77764.298,77853.61,194
3,2773,2.973,1,7,,461.321,MID,MID_3,3825.677,4286.998,9
4,2774,2.973,1,7,,454.409,MID,MID_4,76953.761,77408.17,180
3,2775,0,,,,603.646,MID,MID_3,4286.998,4890.644,10
3,2776,0,,,,483.52,MID,MID_3,4890.644,5374.164,11
3,2777,0,,,,984.36,MID,MID_3,5374.164,6358.524,12
2,2778,0,,,,1111.364,MN,MN_2,79270.689,80382.053,200
2,2779,0,,,,108.484,MN,MN_2,79162.205,79270.689,199
2,2780,0,,,,19.11,MN,MN_2,79143.095,79162.205,198
2,2781,0,,,,78.813,MN,MN_2,79064.282,79143.095,197
2,2782,0,,,,754.126,MN,MN_2,78310.156,79064.282,196
4,2783,0,,,,990.815,MID,MID_4,78489.337,79480.152,183
4,2784,0,,,,433.537,MID,MID_4,78055.8,78489.337,182
4,2785,0,,,,647.63,MID,MID_4,77408.17,78055.8,181
3,2786,2.038,1,7,,445.533,MID,MID_3,6358.524,6804.057,13
3,2787,0,,,,129.633,MID,MID_3,6804.057,6933.69,14
3,2788,0,,,,331.968,MID,MID_3,6933.69,7265.658,15
2,2789,2.038,1,7,,449.224,MN,MN_2,80382.053,80831.277,201
4,2790,2.038,1,7,,450.486,MID,MID_4,79480.152,79930.638,184
3,2791,1.975,1,7,,457.764,MID,MID_3,7265.658,7723.422,16
2,2792,0,,,,461.322,MN,MN_2,80831.277,81292.599,202
4,2793,0,,,,325.521,MID,MID_4,80067.588,80393.109,186
4,2794,0,,,,136.95,MID,MID_4,79930.638,80067.588,185
4,2795,1.975,1,7,,453.073,MID,MID_4,80393.109,80846.182,187
3,2796,0,,,,215.273,MID,MID_3,7723.422,7938.695,17
2,2797,1.975,1,7,,455.071,MN,MN_2,81292.599,81747.67,203
1,2798,0,,,,215.21,NH,NH_1,81674.845,81890.055,204
2,2799,0,,,,214.999,MN,MN_2,81747.67,81962.669,204
4,2800,0,,,,214.418,MID,MID_4,80846.182,81060.6,188
3,2801,1.392,1,7,,266.095,MID,MID_3,7938.695,8204.79,18
2,2802,1.392,1,7,,264.594,MN,MN_2,81962.669,82227.263,205
4,2803,1.392,1,7,,264.43,MID,MID_4,81060.6,81325.03,189
3,2804,0,,,,1569.325,MID,MID_3,8204.79,9774.115,19
3,2805,0,,,,2875.927,MID,MID_3,9774.115,12650.042,20
3,2806,0,,,,198.167,MID,MID_3,12650.042,12848.209,21
2,2807,0,,,,4643.188,MN,MN_2,82227.263,86870.451,206
4,2808,0,,,,204.602,MID,MID_4,85763.667,85968.269,192
4,2809,0,,,,2870.807,MID,MID_4,82892.86,85763.667,191
4,2810,0,,,,1567.83,MID,MID_4,81325.03,82892.86,190
3,2811,0.367,1,7,,754.754,MID,MID_3,12848.209,13602.963,22
2,2812,0.367,1,7,,755.678,MN,MN_2,86870.451,87626.129,207
4,2813,0.367,1,7,,756.438,MID,MID_4,85968.269,86724.707,193
3,2814,0,,,,974.097,MID,MID_3,13602.963,14577.06,23
2,2815,0,,,,973.994,MN,MN_2,87626.129,88600.123,208
4,2816,0,,,,973.706,MID,MID_4,86724.707,87698.413,194
3,2817,1.758,1,7,,407.197,MID,MID_3,14577.06,14984.257,24
3,2818,0,,,,699.771,MID,MID_3,14984.257,15684.028,25
3,2819,0,,,,330.205,MID,MID_3,15684.028,16014.233,26
3,2820,0,,,,108.101,MID,MID_3,16014.233,16122.334,27
4,2821,1.758,1,7,,65.305,MID,MID_4,88066.57,88131.875,196
4,2822,1.758,1,7,,368.157,MID,MID_4,87698.413,88066.57,195
2,2823,1.758,1,7,,45.259,MN,MN_2,88980.375,89025.634,210
2,2824,1.758,1,7,,380.252,MN,MN_2,88600.123,88980.375,209
4,2825,0,,,,57.404,MID,MID_4,88746.476,88803.88,204
4,2826,0,,,,121.274,MID,MID_4,88625.202,88746.476,203
4,2827,0,,,,89.869,MID,MID_4,88535.333,88625.202,202
4,2828,0,,,,75.435,MID,MID_4,88459.898,88535.333,201
4,2829,0,,,,71.866,MID,MID_4,88388.032,88459.898,200
4,2830,0,,,,32.41,MID,MID_4,88355.622,88388.032,199
4,2831,0,,,,64.556,MID,MID_4,88291.066,88355.622,198
4,2832,0,,,,159.191,MID,MID_4,88131.875,88291.066,197
2,2833,0,,,,528.006,MN,MN_2,89581.524,90109.53,219
2,2834,0,,,,30.498,MN,MN_2,89551.026,89581.524,218
2,2835,0,,,,11.192,MN,MN_2,89539.834,89551.026,217
2,2836,0,,,,91.929,MN,MN_2,89447.905,89539.834,216
2,2837,0,,,,74.693,MN,MN_2,89373.212,89447.905,215
2,2838,0,,,,105.596,MN,MN_2,89267.616,89373.212,214
2,2839,0,,,,125.639,MN,MN_2,89141.977,89267.616,213
2,2840,0,,,,31.231,MN,MN_2,89110.746,89141.977,212
2,2841,0,,,,85.112,MN,MN_2,89025.634,89110.746,211
3,2842,2.683,1,7,,20.042,MID,MID_3,16122.334,16142.376,28
3,2843,2.683,1,7,,309.541,MID,MID_3,16142.376,16451.917,29
4,2844,0,,,,165.571,GC,GC_4,317.586,483.157,2
2,2845,2.683,1,7,,296.041,MV,MV_2,0,296.041,0
3,2846,2.683,1,7,,306.803,GC,GC_3,0,306.803,0
4,2847,2.383,1,7,,287.321,GC,GC_4,483.157,770.478,3
2,2848,0,,,,166.963,MV,MV_2,296.041,463.004,1
3,2849,0,,,,167.312,GC,GC_3,306.803,474.115,1
2,2850,2.383,1,7,,291.103,MV,MV_2,463.004,754.107,2
3,2851,2.383,1,7,,292.289,GC,GC_3,474.115,766.404,2
4,2852,0,,,,364.631,GC,GC_4,770.478,1135.109,4
4,2853,0,,,,108.302,GC,GC_4,1135.109,1243.411,5
4,2854,0,,,,157.082,GC,GC_4,1243.411,1400.493,6
4,2855,0,,,,109.036,GC,GC_4,1400.493,1509.529,7
4,2856,0,,,,16.441,GC,GC_4,1509.529,1525.97,8
4,2857,0,,,,10.405,GC,GC_4,1525.97,1536.375,9
4,2858,0,,,,104.562,GC,GC_4,1536.375,1640.937,10
4,2859,0,,,,5.371,GC,GC_4,1640.937,1646.308,11
4,2860,0,,,,196.112,GC,GC_4,1646.308,1842.42,12
4,2861,0,,,,747.789,GC,GC_4,1842.42,2590.209,13
4,2862,1.883,1,7,,524.802,GC,GC_4,2590.209,3115.011,14
2,2863,0,,,,939.208,MV,MV_2,1635.109,2574.317,6
2,2864,0,,,,110.013,MV,MV_2,1525.096,1635.109,5
2,2865,0,,,,26.863,MV,MV_2,1498.233,1525.096,4
2,2866,0,,,,744.126,MV,MV_2,754.107,1498.233,3
3,2867,0,,,,736.99,GC,GC_3,1849.76,2586.75,5
3,2868,0,,,,199.898,GC,GC_3,1649.862,1849.76,4
3,2869,0,,,,883.458,GC,GC_3,766.404,1649.862,3
4,2870,0,,,,149.67,GC,GC_4,3115.011,3264.681,15
