Vehicle_id,Pullin_time,Pullout_time,If_turnaround,Vehicle_type,Route_sequence
1,0,95000,0,1,28
2,300,95000,0,1,29
3,540,95000,0,1,30
4,1000,95000,0,3,26
5,900,95000,0,1,28
6,1200,95000,0,1,29
7,1440,95000,0,1,30
8,1900,95000,0,3,26
9,1800,95000,0,1,28
10,2100,95000,0,1,29
11,2340,95000,0,1,30
12,2800,95000,0,3,26
13,2700,95000,0,1,28
14,3000,95000,0,1,29
15,3240,95000,0,1,30
16,3700,95000,0,3,26
