Track_num,Section_id,Curve_degree,Curve_direction,Cant,length,Section,Track_id,Max_speed,Start_loc,End_loc,Track_segment
6,1809,0,,,77.998,STA_PSNY,STA_PSNY_6,13.88888889,451.179,529.177,4
6,1810,0,,,30.133,STA_PSNY,STA_PSNY_6,13.88888889,421.046,451.179,3
6,1811,0,,,268.259,STA_PSNY,STA_PSNY_6,13.88888889,152.787,421.046,2
,1812,0,,,41.91,STA_PSNY,STA_PSNY_,13.88888889,,,
,1813,0,,,8.598,STA_PSNY,STA_PSNY_,13.88888889,,,
,1814,0,,,4.575,STA_PSNY,STA_PSNY_,13.88888889,,,
,1815,0,,,22.807,STA_PSNY,STA_PSNY_,13.88888889,,,
,1816,0,,,34.37,STA_PSNY,STA_PSNY_,13.88888889,,,
,1817,0,,,0.998,STA_PSNY,STA_PSNY_,13.88888889,,,
,1818,0,,,36.474,STA_PSNY,STA_PSNY_,13.88888889,,,
,1819,0,,,3.746,STA_PSNY,STA_PSNY_,13.88888889,,,
,1820,0,,,23.954,STA_PSNY,STA_PSNY_,13.88888889,,,
,1821,0,,,4.805,STA_PSNY,STA_PSNY_,13.88888889,,,
,1822,0,,,9.03,STA_PSNY,STA_PSNY_,13.88888889,,,
,1823,0,,,346.975,STA_PSNY,STA_PSNY_,13.88888889,,,
,1824,0,,,55.376,STA_PSNY,STA_PSNY_,13.88888889,,,
,1825,0,,,293.564,STA_PSNY,STA_PSNY_,13.88888889,,,
,1826,0,,,4.206,STA_PSNY,STA_PSNY_,13.88888889,,,
,1827,0,,,41.638,STA_PSNY,STA_PSNY_,13.88888889,,,
,1828,0,,,83.35,STA_PSNY,STA_PSNY_,13.88888889,,,
,1829,0,,,4.91,STA_PSNY,STA_PSNY_,13.88888889,,,
,1830,0,,,24.476,STA_PSNY,STA_PSNY_,13.88888889,,,
,1831,0,,,37.769,STA_PSNY,STA_PSNY_,13.88888889,,,
,1832,0,,,108.95,STA_PSNY,STA_PSNY_,13.88888889,,,
,1833,0,,,18.827,STA_PSNY,STA_PSNY_,13.88888889,,,
1,1834,0,,,330.461,STA_PSNY,STA_PSNY_1,13.88888889,,,
1,1835,0,,,9.976,STA_PSNY,STA_PSNY_1,13.88888889,,,
,1836,0,,,1234.016,HGL,HGL_,36.11111111,,,
7,1837,0,,,29.141,S_Penn,S_Penn_7,13.88888889,,,
7,1838,0,,,25.572,S_Penn,S_Penn_7,13.88888889,,,
7,1839,0,,,0.255,S_Penn,S_Penn_7,13.88888889,,,
,1840,0,,,43.813,STA_PSNY,STA_PSNY_,13.88888889,,,
,1841,0,,,26.316,STA_PSNY,STA_PSNY_,13.88888889,,,
,1842,0,,,0.262,STA_PSNY,STA_PSNY_,13.88888889,,,
,1843,0,,,277.665,STA_PSNY,STA_PSNY_,13.88888889,,,
3,1844,0,,,110.714,STA_PSNY,STA_PSNY_3,13.88888889,,,
3,1845,0,,,299.592,STA_PSNY,STA_PSNY_3,13.88888889,,,
4,1846,0,,,1.881,STA_PSNY,STA_PSNY_4,13.88888889,,,
4,1847,0,,,97.961,STA_PSNY,STA_PSNY_4,13.88888889,,,
4,1848,0,,,29.768,STA_PSNY,STA_PSNY_4,13.88888889,,,
4,1849,0,,,399.541,STA_PSNY,STA_PSNY_4,13.88888889,,,
,1850,0,,,0.936,STA_PSNY,STA_PSNY_,13.88888889,,,
,1851,0,,,24.655,STA_PSNY,STA_PSNY_,13.88888889,,,
,1852,0,,,4.779,STA_PSNY,STA_PSNY_,13.88888889,,,
8,1853,0,,,36.969,STA_PSNY,STA_PSNY_8,13.88888889,,,
8,1854,0,,,9.145,STA_PSNY,STA_PSNY_8,13.88888889,,,
8,1855,0,,,34.877,STA_PSNY,STA_PSNY_8,13.88888889,,,
8,1856,0,,,383.154,STA_PSNY,STA_PSNY_8,13.88888889,,,
,1857,0,,,29.994,STA_PSNY,STA_PSNY_,13.88888889,,,
,1858,0,,,1.383,STA_PSNY,STA_PSNY_,13.88888889,,,
,1859,0,,,24.732,STA_PSNY,STA_PSNY_,13.88888889,,,
7,1860,0,,,25.924,STA_PSNY,STA_PSNY_7,13.88888889,,,
7,1861,0,,,1.425,STA_PSNY,STA_PSNY_7,13.88888889,,,
7,1862,0,,,37.687,STA_PSNY,STA_PSNY_7,13.88888889,,,
7,1863,0,,,70.365,STA_PSNY,STA_PSNY_7,13.88888889,,,
7,1864,0,,,386.769,STA_PSNY,STA_PSNY_7,13.88888889,,,
7,1865,0,,,10.511,STA_PSNY,STA_PSNY_7,13.88888889,,,
,1866,0,,,251.261,STA_PSNY,STA_PSNY_,13.88888889,,,
,1867,0,,,46.29,STA_PSNY,STA_PSNY_,13.88888889,,,
,1868,0,,,8.89,STA_PSNY,STA_PSNY_,13.88888889,,,
,1869,0,,,33.374,STA_PSNY,STA_PSNY_,13.88888889,,,
9,1870,0,,,9.147,STA_PSNY,STA_PSNY_9,13.88888889,,,
9,1871,0,,,34.923,STA_PSNY,STA_PSNY_9,13.88888889,,,
9,1872,0,,,0.054,STA_PSNY,STA_PSNY_9,13.88888889,,,
9,1873,0,,,27.101,STA_PSNY,STA_PSNY_9,13.88888889,,,
9,1874,0,,,387.145,STA_PSNY,STA_PSNY_9,13.88888889,,,
,1875,0,,,33.463,STA_PSNY,STA_PSNY_,13.88888889,,,
,1876,0,,,93.259,STA_PSNY,STA_PSNY_,13.88888889,,,
,1877,0,,,8.6,STA_PSNY,STA_PSNY_,13.88888889,,,
,1878,0,,,4.342,STA_PSNY,STA_PSNY_,13.88888889,,,
,1879,0,,,30.055,STA_PSNY,STA_PSNY_,13.88888889,,,
,1880,0,,,285.705,STA_PSNY,STA_PSNY_,13.88888889,,,
,1881,0,,,4.558,STA_PSNY,STA_PSNY_,13.88888889,,,
,1882,0,,,25.618,STA_PSNY,STA_PSNY_,13.88888889,,,
,1883,0,,,4.231,STA_PSNY,STA_PSNY_,13.88888889,,,
,1884,0,,,29.298,STA_PSNY,STA_PSNY_,13.88888889,,,
,1885,0,,,30.045,STA_PSNY,STA_PSNY_,13.88888889,,,
,1886,0,,,282.402,STA_PSNY,STA_PSNY_,13.88888889,,,
,1887,0,,,103.819,STA_PSNY,STA_PSNY_,13.88888889,,,
,1888,0,,,279.9,STA_PSNY,STA_PSNY_,13.88888889,,,
,1889,0,,,211.86,STA_PSNY,STA_PSNY_,13.88888889,,,
,1890,0,,,104.002,STA_PSNY,STA_PSNY_,13.88888889,,,
,1891,0,,,37.746,STA_PSNY,STA_PSNY_,13.88888889,,,
,1892,0,,,281.985,STA_PSNY,STA_PSNY_,13.88888889,,,
,1893,0,,,1.361,STA_PSNY,STA_PSNY_,13.88888889,,,
,1894,0,,,37.219,STA_PSNY,STA_PSNY_,13.88888889,,,
,1895,0,,,38.756,STA_PSNY,STA_PSNY_,13.88888889,,,
2,1896,0,,,84.552,HGL,HGL_2,36.11111111,30474.5,30559.052,70
,1897,0,,,1.187,,_,13.88888889,,,
,1898,0,,,36.905,STA_PSNY,STA_PSNY_,13.88888889,,,
,1899,0,,,190.764,HGL,HGL_,,,,
,1900,0,,,93.088,HGL,HGL_,,,,
12,1901,0,,,4.686,STA_PSNY,STA_PSNY_12,13.88888889,,,
12,1902,0,,,17.722,STA_PSNY,STA_PSNY_12,13.88888889,,,
2,1903,0,,,4.433,HGL,HGL_2,13.88888889,30701.019,30705.452,73
2,1904,0,,,37.945,HGL,HGL_2,13.88888889,30663.074,30701.019,72
2,1905,0,,,104.022,HGL,HGL_2,13.88888889,30559.052,30663.074,71
6,1906,0,,,3.356,STA_PSNY,STA_PSNY_6,13.88888889,711.291,714.647,15
6,1907,0,,,37.509,STA_PSNY,STA_PSNY_6,13.88888889,673.782,711.291,14
6,1908,0,,,28.064,STA_PSNY,STA_PSNY_6,13.88888889,645.718,673.782,13
6,1909,0,,,1.216,STA_PSNY,STA_PSNY_6,13.88888889,644.502,645.718,12
6,1910,0,,,26.788,STA_PSNY,STA_PSNY_6,13.88888889,617.714,644.502,11
,1911,0,,,1.461,STA_PSNY,STA_PSNY_,13.88888889,,,
,1912,0,,,35.703,STA_PSNY,STA_PSNY_,13.88888889,,,
,1913,0,,,45.888,STA_PSNY,STA_PSNY_,13.88888889,,,
,1914,0,,,39.444,STA_PSNY,STA_PSNY_,13.88888889,,,
,1915,0,,,29.129,STA_PSNY,STA_PSNY_,13.88888889,,,
,1916,0,,,28.315,STA_PSNY,STA_PSNY_,13.88888889,,,
,1917,0,,,38.291,STA_PSNY,STA_PSNY_,13.88888889,,,
,1918,0,,,5.501,STA_PSNY,STA_PSNY_,13.88888889,,,
,1919,0,,,39.165,STA_PSNY,STA_PSNY_,13.88888889,,,
,1920,0,,,3.67,STA_PSNY,STA_PSNY_,13.88888889,,,
,1921,0,,,36.724,STA_PSNY,STA_PSNY_,13.88888889,,,
,1922,0,,,25.647,STA_PSNY,STA_PSNY_,13.88888889,,,
,1923,0,,,9.632,STA_PSNY,STA_PSNY_,13.88888889,,,
7,1924,0,,,0.545,S_Penn,S_Penn_7,13.88888889,,,
7,1925,0,,,30.878,S_Penn,S_Penn_7,13.88888889,,,
,1926,0,,,17.947,STA_PSNY,STA_PSNY_,13.88888889,,,
,1927,0,,,21.411,STA_PSNY,STA_PSNY_,13.88888889,,,
7,1928,0,,,38.197,S_Penn,S_Penn_7,13.88888889,,,
7,1929,0,,,1.696,S_Penn,S_Penn_7,13.88888889,,,
7,1930,0,,,17.986,S_Penn,S_Penn_7,13.88888889,,,
7,1931,0,,,19.181,S_Penn,S_Penn_7,13.88888889,,,
,1932,0,,,5.509,STA_PSNY,STA_PSNY_,13.88888889,,,
,1933,0,,,91.604,STA_PSNY,STA_PSNY_,13.88888889,,,
,1934,0,,,1.661,STA_PSNY,STA_PSNY_,13.88888889,,,
,1935,0,,,35.317,STA_PSNY,STA_PSNY_,13.88888889,,,
,1936,0,,,2.169,STA_PSNY,STA_PSNY_,13.88888889,,,
,1937,0,,,22.394,STA_PSNY,STA_PSNY_,13.88888889,,,
6,1938,0,,,2.7,STA_PSNY,STA_PSNY_6,13.88888889,615.014,617.714,10
6,1939,0,,,26.78,STA_PSNY,STA_PSNY_6,13.88888889,588.234,615.014,9
,1940,0,,,40.102,STA_PSNY,STA_PSNY_,13.88888889,,,
,1941,0,,,16.081,STA_PSNY,STA_PSNY_,13.88888889,,,
,1942,0,,,66.587,STA_PSNY,STA_PSNY_,13.88888889,,,
,1943,0,,,2.846,STA_PSNY,STA_PSNY_,13.88888889,,,
,1944,0,,,34.137,STA_PSNY,STA_PSNY_,13.88888889,,,
,1945,0,,,0.051,STA_PSNY,STA_PSNY_,13.88888889,,,
,1946,0,,,25.551,STA_PSNY,STA_PSNY_,13.88888889,,,
11,1947,0,,,87.48,STA_PSNY,STA_PSNY_11,13.88888889,,,
11,1948,0,,,246.227,STA_PSNY,STA_PSNY_11,13.88888889,,,
11,1949,0,,,18.374,STA_PSNY,STA_PSNY_11,13.88888889,,,
11,1950,0,,,4.858,STA_PSNY,STA_PSNY_11,13.88888889,,,
11,1951,0,,,36.065,STA_PSNY,STA_PSNY_11,13.88888889,,,
11,1952,0,,,2.942,STA_PSNY,STA_PSNY_11,13.88888889,,,
,1953,0,,,26.109,STA_PSNY,STA_PSNY_,13.88888889,,,
,1954,0,,,34.218,STA_PSNY,STA_PSNY_,13.88888889,,,
10,1955,0,,,215.346,STA_PSNY,STA_PSNY_10,13.88888889,,,
10,1956,0,,,23.232,STA_PSNY,STA_PSNY_10,13.88888889,,,
10,1957,0,,,36.075,STA_PSNY,STA_PSNY_10,13.88888889,,,
10,1958,0,,,2.933,STA_PSNY,STA_PSNY_10,13.88888889,,,
10,1959,0,,,26.332,STA_PSNY,STA_PSNY_10,13.88888889,,,
10,1960,0,,,0.053,STA_PSNY,STA_PSNY_10,13.88888889,,,
,1961,0,,,36.032,STA_PSNY,STA_PSNY_,13.88888889,,,
,1962,0,,,24.381,STA_PSNY,STA_PSNY_,13.88888889,,,
,1963,0,,,1.341,STA_PSNY,STA_PSNY_,13.88888889,,,
,1964,0,,,38.285,STA_PSNY,STA_PSNY_,13.88888889,,,
,1965,0,,,19.108,STA_PSNY,STA_PSNY_,13.88888889,,,
12,1966,0,,,8.926,STA_PSNY,STA_PSNY_12,13.88888889,,,
12,1967,0,,,4.507,STA_PSNY,STA_PSNY_12,13.88888889,,,
12,1968,0,,,31.175,STA_PSNY,STA_PSNY_12,13.88888889,,,
12,1969,0,,,201.473,STA_PSNY,STA_PSNY_12,13.88888889,,,
,1970,0,,,26.16,STA_PSNY,STA_PSNY_,13.88888889,,,
,1971,0,,,114.482,STA_PSNY,STA_PSNY_,13.88888889,,,
,1972,0,,,32.228,STA_PSNY,STA_PSNY_,13.88888889,,,
,1973,0,,,5.049,STA_PSNY,STA_PSNY_,13.88888889,,,
,1974,0,,,35.145,STA_PSNY,STA_PSNY_,13.88888889,,,
,1975,0,,,26.285,STA_PSNY,STA_PSNY_,13.88888889,,,
5,1976,0,,,36.562,STA_PSNY,STA_PSNY_5,13.88888889,0,36.562,0
5,1977,0,,,3.518,STA_PSNY,STA_PSNY_5,13.88888889,36.562,40.08,1
,1978,0,,,16.752,STA_PSNY,STA_PSNY_,13.88888889,,,
,1979,0,,,37.655,STA_PSNY,STA_PSNY_,13.88888889,,,
,1980,0,,,9.801,STA_PSNY,STA_PSNY_,13.88888889,,,
,1981,0,,,19.333,STA_PSNY,STA_PSNY_,13.88888889,,,
,1982,0,,,94.261,STA_PSNY,STA_PSNY_,13.88888889,,,
,1983,0,,,16.765,STA_PSNY,STA_PSNY_,13.88888889,,,
,1984,0,,,21.62,STA_PSNY,STA_PSNY_,13.88888889,,,
,1985,0,,,4.081,STA_PSNY,STA_PSNY_,13.88888889,,,
,1986,0,,,0.983,STA_PSNY,STA_PSNY_,13.88888889,,,
,1987,0,,,6.617,STA_PSNY,STA_PSNY_,13.88888889,,,
,1988,0,,,22.375,STA_PSNY,STA_PSNY_,13.88888889,,,
,1989,0,,,23.304,STA_PSNY,STA_PSNY_,13.88888889,,,
,1990,0,,,4.24,STA_PSNY,STA_PSNY_,13.88888889,,,
,1991,0,,,1.021,STA_PSNY,STA_PSNY_,13.88888889,,,
,1992,0,,,6.876,STA_PSNY,STA_PSNY_,13.88888889,,,
,1993,0,,,6.519,STA_PSNY,STA_PSNY_,13.88888889,,,
,1994,0,,,3.974,STA_PSNY,STA_PSNY_,13.88888889,,,
,1995,0,,,39.339,STA_PSNY,STA_PSNY_,13.88888889,,,
,1996,0,,,1.723,STA_PSNY,STA_PSNY_,13.88888889,,,
,1997,0,,,44.048,STA_PSNY,STA_PSNY_,13.88888889,,,
,1998,0,,,24.367,STA_PSNY,STA_PSNY_,13.88888889,,,
5,1999,0,,,6.589,STA_PSNY,STA_PSNY_5,13.88888889,619.414,626.003,8
5,2000,0,,,0.978,STA_PSNY,STA_PSNY_5,13.88888889,626.003,626.981,9
5,2001,0,,,26.731,STA_PSNY,STA_PSNY_5,13.88888889,626.981,653.712,10
5,2002,0,,,2.696,STA_PSNY,STA_PSNY_5,13.88888889,653.712,656.408,11
5,2003,0,,,2.491,STA_PSNY,STA_PSNY_5,13.88888889,656.408,658.899,12
,2004,0,,,25.798,STA_PSNY,STA_PSNY_,13.88888889,,,
,2005,0,,,5,STA_PSNY,STA_PSNY_,13.88888889,,,
,2006,0,,,159.905,STA_PSNY,STA_PSNY_,13.88888889,,,
,2007,0,,,29.387,STA_PSNY,STA_PSNY_,13.88888889,,,
,2008,0,,,27.668,STA_PSNY,STA_PSNY_,13.88888889,,,
,2009,0,,,1.356,STA_PSNY,STA_PSNY_,13.88888889,,,
,2010,0,,,4.211,STA_PSNY,STA_PSNY_,13.88888889,,,
,2011,0,,,1.217,STA_PSNY,STA_PSNY_,13.88888889,,,
,2012,0,,,24.3,STA_PSNY,STA_PSNY_,13.88888889,,,
,2013,0,,,2.5,STA_PSNY,STA_PSNY_,13.88888889,,,
,2014,0,,,2.705,STA_PSNY,STA_PSNY_,13.88888889,,,
,2015,0,,,0.174,STA_PSNY,STA_PSNY_,13.88888889,,,
,2016,0,,,22.595,STA_PSNY,STA_PSNY_,13.88888889,,,
,2017,0,,,25.601,STA_PSNY,STA_PSNY_,13.88888889,,,
2,2018,0,,,56.765,HGL,HGL_2,,24650.256,24707.021,57
,2019,0,,,387.48,HGL,HGL_,,,,
,2020,0,,,215.103,HGL,HGL_,,,,
2,2021,0,,,6.249,HGL,HGL_2,,24357.155,24363.404,54
,2022,0,,,267.775,HGL,HGL_,,,,
,2023,0,,,144.003,HGL,HGL_,,,,
2,2024,0,,,272.667,HGL,HGL_2,,24707.021,24979.688,58
,2025,0,,,186.647,HGL,HGL_,,,,
,2026,0,,,66.768,HGL,HGL_,,,,
,2027,0,,,144.132,HGL,HGL_,,,,
,2028,0,,,92.911,HGL,HGL_,,,,
,2029,0,,,337.758,HGL,HGL_,,,,
,2030,0,,,134.873,HGL,HGL_,,,,
5,2031,0,,,294.907,STA_PSNY,STA_PSNY_5,13.88888889,193.14,488.047,3
5,2032,0,,,9.453,STA_PSNY,STA_PSNY_5,13.88888889,488.047,497.5,4
5,2033,0,,,97.558,STA_PSNY,STA_PSNY_5,13.88888889,497.5,595.058,5
5,2034,0,,,5.032,STA_PSNY,STA_PSNY_5,13.88888889,595.058,600.09,6
5,2035,0,,,19.324,STA_PSNY,STA_PSNY_5,13.88888889,600.09,619.414,7
6,2036,0,,,129.051,STA_PSNY,STA_PSNY_6,13.88888889,23.736,152.787,1
6,2037,0,,,23.736,STA_PSNY,STA_PSNY_6,13.88888889,0,23.736,0
6,2038,0,,,49.536,STA_PSNY,STA_PSNY_6,13.88888889,804.315,853.851,17
6,2039,0,,,89.668,STA_PSNY,STA_PSNY_6,13.88888889,714.647,804.315,16
,2040,0,,,6.941,HGL,HGL_,,,,
,2041,0,,,80.232,HGL,HGL_,,,,
,2042,0,,,11.057,HGL,HGL_,,,,
3,2043,3.13,1,7,216.478,MN,MN_3,,2678.67,2895.148,13
3,2044,3.13,1,7,74.381,MN,MN_3,,2895.148,2969.529,14
1,2045,1.25,1,7,281.157,NH,NH_1,,2533.282,2814.439,12
1,2046,0,,,1422.83,NH,NH_1,,2814.439,4237.269,13
1,2047,2,1,7,332.746,NH,NH_1,,4237.269,4570.015,14
1,2048,0,,,594.551,NH,NH_1,,4570.015,5164.566,15
1,2049,1,1,7,851.583,NH,NH_1,,5164.566,6016.149,16
1,2050,0,,,3083.72,NH,NH_1,,6016.149,9099.869,17
1,2051,0.5,1,7,269.332,NH,NH_1,,9099.869,9369.201,18
1,2052,0,,,469.917,NH,NH_1,,9369.201,9839.118,19
1,2053,0,,,74.748,NH,NH_1,,9839.118,9913.866,20
1,2054,0,,,234.351,NH,NH_1,,9913.866,10148.217,21
1,2055,0,,,721.253,NH,NH_1,,10148.217,10869.47,22
1,2056,1.25,1,7,861.745,NH,NH_1,,12384.177,13245.922,25
1,2057,0,,,872.688,NH,NH_1,,13245.922,14118.61,26
1,2058,0,,,4.749,NH,NH_1,,14118.61,14123.359,27
1,2059,0,,,4.771,NH,NH_1,,14123.359,14128.13,28
1,2060,3,1,7,534.535,NH,NH_1,,14252.621,14787.156,30
1,2061,3,1,7,309.324,NH,NH_1,,14787.156,15096.48,31
1,2062,0,,,341.898,NH,NH_1,,15096.48,15438.378,32
1,2063,1.7,1,7,309.933,NH,NH_1,,15438.378,15748.311,33
1,2064,0,,,537.541,NH,NH_1,,15748.311,16285.852,34
1,2065,1.117,1,7,355.807,NH,NH_1,,16285.852,16641.659,35
1,2066,0,,,202.227,NH,NH_1,,16641.659,16843.886,36
1,2067,1.25,1,7,344.334,NH,NH_1,,16843.886,17188.22,37
1,2068,0,,,407.701,NH,NH_1,,17188.22,17595.921,38
1,2069,0,,,10.503,NH,NH_1,,17595.921,17606.424,39
1,2070,0,,,237.098,NH,NH_1,,18740.249,18977.347,46
1,2071,0.75,1,7,106.592,NH,NH_1,,18977.347,19083.939,47
1,2072,0,,,28.15,NH,NH_1,,19083.939,19112.089,48
1,2073,0.86,1,7,120.971,NH,NH_1,,19112.089,19233.06,49
1,2074,0,,,488.465,NH,NH_1,,19233.06,19721.525,50
1,2075,0,,,34.336,NH,NH_1,,19721.525,19755.861,51
1,2076,0,,,294.967,NH,NH_1,,19755.861,20050.828,52
1,2077,2.05,1,7,422.218,NH,NH_1,,20050.828,20473.046,53
1,2078,0,,,734.495,NH,NH_1,,20473.046,21207.541,54
1,2079,0.37,1,7,223.009,NH,NH_1,,21207.541,21430.55,55
1,2080,0,,,1257.957,NH,NH_1,,21430.55,22688.507,56
1,2081,0,,,194.408,NH,NH_1,,22688.507,22882.915,57
1,2082,0,,,1442.231,NH,NH_1,,23625.666,25067.897,59
1,2083,0,,,112.7,NH,NH_1,,25067.897,25180.597,60
1,2084,0,,,10.458,NH,NH_1,,25180.597,25191.055,61
1,2085,0,,,111.62,NH,NH_1,,25191.055,25302.675,62
1,2086,0,,,57.219,NH,NH_1,,25302.675,25359.894,63
1,2087,0,,,374.283,NH,NH_1,,25359.894,25734.177,64
1,2088,1,1,7,567.804,NH,NH_1,,25734.177,26301.981,65
1,2089,4.92,1,7,396.142,NH,NH_1,,26301.981,26698.123,66
1,2090,0,,,145.211,NH,NH_1,,26698.123,26843.334,67
1,2091,3,1,7,344.971,NH,NH_1,,26843.334,27188.305,68
1,2092,0,,,350.914,NH,NH_1,,27188.305,27539.219,69
1,2093,0,,,81.539,NH,NH_1,,27539.219,27620.758,70
1,2094,0,,,74.757,NH,NH_1,,27620.758,27695.515,71
1,2095,0,,,13.91,NH,NH_1,,27695.515,27709.425,72
1,2096,0,,,49.604,NH,NH_1,,27709.425,27759.029,73
1,2097,0,,,81.271,NH,NH_1,,27759.029,27840.3,74
1,2098,0,,,84.76,NH,NH_1,,27840.3,27925.06,75
1,2099,5.82,1,7,427.963,NH,NH_1,,27925.06,28353.023,76
1,2100,0,,,2276.335,NH,NH_1,,28526.209,30802.544,80
1,2101,0,,,5.692,NH,NH_1,,30802.544,30808.236,81
1,2102,0,,,6.238,NH,NH_1,,30808.236,30814.474,82
1,2103,1,1,7,201.121,NH,NH_1,,30930.254,31131.375,84
1,2104,0,,,348.086,NH,NH_1,,31131.375,31479.461,85
1,2105,2.5,1,7,471.62,NH,NH_1,,31479.461,31951.081,86
1,2106,0,,,316.333,NH,NH_1,,31951.081,32267.414,87
1,2107,1,1,7,378.397,NH,NH_1,,33506.574,33884.971,89
1,2108,0,,,567.25,NH,NH_1,,33884.971,34452.221,90
1,2109,1.07,1,7,1518.747,NH,NH_1,,34452.221,35970.968,91
1,2110,0,,,841.119,NH,NH_1,,35970.968,36812.087,92
1,2111,2.25,1,7,462.537,NH,NH_1,,36812.087,37274.624,93
1,2112,0,,,268.09,NH,NH_1,,37274.624,37542.714,94
1,2113,1,1,7,485.48,NH,NH_1,,39307.939,39793.419,100
1,2114,0,,,1336.332,NH,NH_1,,39793.419,41129.751,101
1,2115,1.45,1,7,804.034,NH,NH_1,,41129.751,41933.785,102
1,2116,0,,,775.33,NH,NH_1,,41933.785,42709.115,103
1,2117,1.38,1,7,537.154,NH,NH_1,,42709.115,43246.269,104
1,2118,0,,,968.993,NH,NH_1,,43246.269,44215.262,105
1,2119,0.93,1,7,220.175,NH,NH_1,,44215.262,44435.437,106
1,2120,0,,,1336.828,NH,NH_1,,44435.437,45772.265,107
1,2121,1.07,1,7,58.009,NH,NH_1,,45772.265,45830.274,108
1,2122,1.07,1,7,8.798,NH,NH_1,,45830.274,45839.072,109
1,2123,1.07,1,7,164.887,NH,NH_1,,45839.072,46003.959,110
1,2124,0,,,1624.853,NH,NH_1,,46448.626,48073.479,112
1,2125,1,1,7,182.382,NH,NH_1,,48073.479,48255.861,113
1,2126,0,,,1210.91,NH,NH_1,,48255.861,49466.771,114
1,2127,2,1,7,201.673,NH,NH_1,,49466.771,49668.444,115
1,2128,0,,,17.73,NH,NH_1,,49668.444,49686.174,116
1,2129,0,,,9.189,NH,NH_1,,49686.174,49695.363,117
1,2130,0,,,66.969,NH,NH_1,,49695.363,49762.332,118
1,2131,0,,,103.005,NH,NH_1,,49762.332,49865.337,119
1,2132,4.07,1,7,390.567,NH,NH_1,,49865.337,50255.904,120
1,2133,4.07,1,7,3.122,NH,NH_1,,50255.904,50259.026,121
1,2134,0,,,81.52,NH,NH_1,,50259.026,50340.546,122
1,2135,0,,,66.962,NH,NH_1,,50340.546,50407.508,123
1,2136,0,,,254.471,NH,NH_1,,50407.508,50661.979,124
1,2137,0,,,259.925,NH,NH_1,,50661.979,50921.904,125
1,2138,0,,,122.559,NH,NH_1,,50921.904,51044.463,126
1,2139,0,,,162.278,NH,NH_1,,51044.463,51206.741,127
1,2140,0,,,123.366,NH,NH_1,,51206.741,51330.107,128
1,2141,2.25,1,7,223.148,NH,NH_1,,51330.107,51553.255,129
1,2142,0,,,562.116,NH,NH_1,,51553.255,52115.371,130
1,2143,1.93,1,7,978.458,NH,NH_1,,52115.371,53093.829,131
1,2144,0,,,708.752,NH,NH_1,,53093.829,53802.581,132
1,2145,1.25,1,7,523.067,NH,NH_1,,53802.581,54325.648,133
1,2146,0,,,884.08,NH,NH_1,,54325.648,55209.728,134
1,2147,1.233,1,7,326.171,NH,NH_1,,55209.728,55535.899,135
1,2148,0,,,639.848,NH,NH_1,,55535.899,56175.747,136
1,2149,1.5,1,7,820.549,NH,NH_1,,56175.747,56996.296,137
1,2150,0,,,517.883,NH,NH_1,,56996.296,57514.179,138
1,2151,2.217,1,7,685.628,NH,NH_1,,57514.179,58199.807,139
1,2152,0,,,1177.818,NH,NH_1,,58199.807,59377.625,140
1,2153,2,1,7,1342.412,NH,NH_1,,59377.625,60720.037,141
1,2154,0,,,140.623,NH,NH_1,,60720.037,60860.66,142
1,2155,0,,,79.262,NH,NH_1,,60860.66,60939.922,143
1,2156,0,,,117.858,NH,NH_1,,60939.922,61057.78,144
1,2157,0,,,86.391,NH,NH_1,,61057.78,61144.171,145
1,2158,0,,,169.886,NH,NH_1,,61144.171,61314.057,146
1,2159,2,1,7,409.57,NH,NH_1,,61314.057,61723.627,147
1,2160,0,,,574.801,NH,NH_1,,61723.627,62298.428,148
1,2161,2,1,7,93.708,NH,NH_1,,62298.428,62392.136,149
1,2162,0,,,315.587,NH,NH_1,,62549.755,62865.342,151
1,2163,0,,,45.902,NH,NH_1,,62865.342,62911.244,152
1,2164,0,,,176.162,NH,NH_1,,62911.244,63087.406,153
1,2165,0,,,7.954,NH,NH_1,,63087.406,63095.36,154
1,2166,0,,,666.987,NH,NH_1,,63095.36,63762.347,155
1,2167,2,1,7,596.723,NH,NH_1,,63762.347,64359.07,156
1,2168,0,,,6.383,NH,NH_1,,64359.07,64365.453,157
1,2169,0,,,7.349,NH,NH_1,,64365.453,64372.802,158
1,2170,0,,,114.948,NH,NH_1,,64372.802,64487.75,159
1,2171,0,,,58.629,NH,NH_1,,64487.75,64546.379,160
1,2172,0,,,9.949,NH,NH_1,,64546.379,64556.328,161
1,2173,0,,,79.248,NH,NH_1,,64556.328,64635.576,162
1,2174,0,,,9.703,NH,NH_1,,64635.576,64645.279,163
1,2175,1.433,1,7,905.415,NH,NH_1,,64645.279,65550.694,164
1,2176,0,,,893.559,NH,NH_1,,65550.694,66444.253,165
1,2177,1.075,1,7,465.297,NH,NH_1,,66444.253,66909.55,166
1,2178,0,,,1165.329,NH,NH_1,,66909.55,68074.879,167
1,2179,0,,,58.776,NH,NH_1,,68074.879,68133.655,168
1,2180,0,,,5.116,NH,NH_1,,68133.655,68138.771,169
1,2181,0,,,4.729,NH,NH_1,,68138.771,68143.5,170
1,2182,0,,,732.36,NH,NH_1,,68362.986,69095.346,172
