Vehicle_id,Pullin_time,Pullout_time,If_turnaround,Vehicle_type,Route_sequence
1,900,95000,0,1,6
2,1800,95000,0,1,6
3,2700,95000,0,1,6
4,3600,95000,0,1,6
5,1300,95000,0,1,8
7,2200,95000,0,1,8
8,3100,95000,0,1,8
9,4000,95000,0,1,8
10,1620,95000,0,1,12
10,3420,95000,0,1,12
