,time,id,route,state,speed,goal_speed,track,speed_limit,location_id,location_distance,track_distance,master_block,sub_block,route_direction,signal
0,19201,1,1,Dwell at station,0.0,0.0,1.0,88.0,NewHaven_1,0.0,0.0,0.0,,0,
1,19202,1,1,Free move,0.0,88.0,1.0,88.0,NewHaven_1,0.0,0.0,0.0,,0,
2,19203,1,1,Free move,0.65,88.0,1.0,88.0,0.0,,0.325,0.0,,0,
3,19204,1,1,Free move,1.3,88.0,1.0,88.0,0.0,,1.3,0.0,,0,
4,19205,1,1,Free move,1.9500000000000002,88.0,1.0,88.0,0.0,,2.925,1.0,,0,
5,19206,1,1,Free move,2.6,88.0,1.0,88.0,1.0,,5.2,1.0,,0,
6,19207,1,1,Free move,3.25,88.0,1.0,88.0,1.0,,8.125,1.0,,0,
7,19208,1,1,Free move,3.9,88.0,1.0,88.0,1.0,,11.7,1.0,,0,
8,19209,1,1,Free move,4.55,88.0,1.0,88.0,1.0,,15.924999999999999,1.0,,0,
9,19210,1,1,Free move,5.2,88.0,1.0,88.0,1.0,,20.799999999999997,1.0,,0,
10,19211,1,1,Free move,5.8500000000000005,88.0,1.0,88.0,1.0,,26.324999999999996,1.0,,0,
11,19212,1,1,Free move,6.500000000000001,88.0,1.0,88.0,1.0,,32.5,1.0,,0,
12,19213,1,1,Free move,7.150000000000001,88.0,1.0,88.0,1.0,,39.325,1.0,,0,
13,19214,1,1,Free move,7.800000000000002,88.0,1.0,88.0,1.0,,46.800000000000004,1.0,,0,
14,19215,1,1,Free move,8.450000000000001,88.0,1.0,88.0,1.0,,54.925000000000004,1.0,,0,
15,19216,1,1,Free move,9.100000000000001,88.0,1.0,88.0,1.0,,63.7,1.0,,0,
16,19217,1,1,Free move,9.750000000000002,88.0,1.0,88.0,1.0,,73.125,1.0,,0,
17,19218,1,1,Free move,10.400000000000002,88.0,1.0,88.0,1.0,,83.2,1.0,,0,
18,19219,1,1,Free move,11.050000000000002,88.0,1.0,88.0,1.0,,93.92500000000001,1.0,,0,
19,19220,1,1,Free move,11.700000000000003,88.0,1.0,88.0,1.0,,105.30000000000001,1.0,,0,
20,19221,1,1,Free move,12.350000000000003,88.0,1.0,88.0,1.0,,117.32500000000002,1.0,,0,
21,19222,1,1,Free move,13.000000000000004,88.0,1.0,88.0,1.0,,130.00000000000003,1.0,,0,
22,19223,1,1,Free move,13.650000000000004,88.0,1.0,88.0,1.0,,143.32500000000005,1.0,,0,
23,19224,1,1,Free move,14.300000000000004,88.0,1.0,88.0,1.0,,157.30000000000004,1.0,,0,
24,19225,1,1,Free move,14.950000000000005,88.0,1.0,88.0,1.0,,171.92500000000004,1.0,,0,
25,19226,1,1,Free move,15.600000000000005,88.0,1.0,88.0,1.0,,187.20000000000005,1.0,,0,
26,19227,1,1,Free move,16.250000000000004,88.0,1.0,88.0,1.0,,203.12500000000006,1.0,,0,
27,19228,1,1,Free move,16.900000000000002,88.0,1.0,88.0,1.0,,219.70000000000005,1.0,,0,
28,19229,1,1,Free move,17.55,88.0,1.0,88.0,1.0,,236.92500000000004,1.0,,0,
29,19230,1,1,Free move,18.2,88.0,1.0,88.0,1.0,,254.80000000000004,1.0,,0,
30,19231,1,1,Free move,18.849999999999998,88.0,1.0,88.0,1.0,,273.32500000000005,1.0,,0,
31,19232,1,1,Free move,19.499999999999996,88.0,1.0,88.0,1.0,,292.50000000000006,1.0,,0,
32,19233,1,1,Free move,20.149999999999995,88.0,1.0,88.0,1.0,,312.32500000000005,1.0,,0,
33,19234,1,1,Free move,20.799999999999994,88.0,1.0,88.0,1.0,,332.80000000000007,1.0,,0,
34,19235,1,1,Free move,21.449999999999992,88.0,1.0,88.0,1.0,,353.92500000000007,1.0,,0,
35,19236,1,1,Free move,22.09999999999999,88.0,1.0,88.0,1.0,,375.70000000000005,1.0,,0,
36,19237,1,1,Free move,22.74999999999999,88.0,1.0,88.0,1.0,,398.12500000000006,1.0,,0,
37,19238,1,1,Free move,23.399999999999988,88.0,1.0,88.0,1.0,,421.20000000000005,1.0,,0,
38,19239,1,1,Free move,24.049999999999986,88.0,1.0,88.0,1.0,,444.925,1.0,,0,
39,19240,1,1,Free move,24.699999999999985,88.0,1.0,88.0,1.0,,469.3,1.0,,0,
40,19241,1,1,Free move,25.349999999999984,88.0,1.0,88.0,1.0,,494.325,1.0,,0,
41,19242,1,1,Free move,25.999999999999982,88.0,1.0,88.0,1.0,,520.0,1.0,,0,
42,19243,1,1,Free move,26.64999999999998,88.0,1.0,88.0,1.0,,546.3249999999999,1.0,,0,
43,19244,1,1,Free move,27.29999999999998,88.0,1.0,88.0,1.0,,573.3,1.0,,0,
44,19245,1,1,Free move,27.949999999999978,88.0,1.0,88.0,1.0,,600.925,1.0,,0,
45,19246,1,1,Free move,28.599999999999977,88.0,1.0,88.0,1.0,,629.1999999999999,1.0,,0,
46,19247,1,1,Free move,29.249999999999975,88.0,1.0,88.0,1.0,,658.1249999999999,1.0,,0,
47,19248,1,1,Free move,29.89697805049102,88.0,1.0,88.0,1.0,,687.6984890252454,1.0,,0,
48,19249,1,1,Free move,30.529612858949548,88.0,1.0,88.0,1.0,,717.9117844799657,1.0,,0,
49,19250,1,1,Free move,31.148804262809147,88.0,1.0,88.0,1.0,,748.7509930408451,1.0,,0,
50,19251,1,1,Free move,31.755361020127236,88.0,1.0,88.0,1.0,,780.2030756823133,1.0,,0,
51,19252,1,1,Free move,32.35001325057954,88.0,1.0,88.0,1.0,,812.2557628176667,1.0,,0,
52,19253,1,1,Free move,32.933422769210665,88.0,1.0,88.0,1.0,,844.8974808275618,1.0,,0,
53,19254,1,1,Free move,33.506191734033685,88.0,1.0,88.0,1.0,,878.117288079184,1.0,,0,
54,19255,1,1,Free move,34.068869932486834,88.0,1.0,88.0,1.0,,911.9048189124443,1.0,,0,
55,19256,1,1,Free move,34.621960960136036,88.0,1.0,88.0,1.0,,946.2502343587557,1.0,,0,
56,19257,1,1,Free move,35.1659274910245,88.0,1.0,88.0,1.0,,981.144178584336,1.0,,0,
57,19258,1,1,Free move,35.70119579794693,88.0,1.0,88.0,1.0,,1016.5777402288218,1.0,,0,
58,19259,1,1,Free move,36.228159649296735,88.0,1.0,88.0,1.0,,1052.5424179524437,1.0,,0,
59,19260,1,1,Free move,36.74718368458748,88.0,1.0,88.0,1.0,,1089.0300896193858,1.0,,0,
60,19261,1,1,Free move,37.2586063515387,88.0,1.0,88.0,1.0,,1126.0329846374489,1.0,,0,
61,19262,1,1,Free move,37.76274247246184,88.0,1.0,88.0,1.0,,1163.5436590494492,1.0,,0,
62,19263,1,1,Free move,38.25988549564028,88.0,1.0,88.0,1.0,,1201.5549730335001,1.0,,0,
63,19264,1,1,Free move,38.750309477761725,88.0,1.0,88.0,1.0,,1240.0600705202012,1.0,,0,
64,19265,1,1,Free move,39.234270835700734,88.0,1.0,88.0,1.0,,1279.0523606769325,1.0,,0,
65,19266,1,1,Free move,39.712009899661055,88.0,1.0,88.0,1.0,,1318.5255010446133,1.0,,0,
66,19267,1,1,Free move,40.18375229456137,88.0,1.0,88.0,1.0,,1358.4733821417244,1.0,,0,
67,19268,1,1,Free move,40.64971017234785,88.0,1.0,88.0,1.0,,1398.890113375179,1.0,,0,
68,19269,1,1,Free move,41.11008331445632,88.0,1.0,88.0,1.0,,1439.770010118581,1.0,,0,
69,19270,1,1,Free move,41.5650601207819,88.0,1.0,88.0,1.0,,1481.1075818362,1.0,,0,
70,19271,1,1,Free move,42.0148184991313,88.0,1.0,88.0,1.0,,1522.8975211461568,1.0,,0,
71,19272,1,1,Free move,42.459526667141795,88.0,1.0,88.0,1.0,,1565.1346937292933,1.0,,0,
72,19273,1,1,Free move,42.89934387698075,88.0,1.0,88.0,1.0,,1607.8141290013546,1.0,,0,
73,19274,1,1,Free move,43.334421071732216,88.0,1.0,88.0,1.0,,1650.931011475711,1.0,,0,
74,19275,1,1,Free move,43.764901481187046,88.0,1.0,55.40670647949726,1.0,,1694.4806727521707,2.0,,0,
75,19276,1,1,Free move,44.19092116374285,55.40670647949726,1.0,55.40670647949726,2.0,,1738.4585840746356,2.0,,0,
76,19277,1,1,Free move,44.61260950025952,55.40670647949726,1.0,55.40670647949726,2.0,,1782.8603494066367,2.0,,0,
77,19278,1,1,Free move,45.030089644980734,55.40670647949726,1.0,55.40670647949726,2.0,,1827.681698979257,2.0,,0,
78,19279,1,1,Free move,45.443478938000894,55.40670647949726,1.0,55.40670647949726,2.0,,1872.9184832707476,2.0,,0,
79,19280,1,1,Free move,45.852889283214814,55.40670647949726,1.0,55.40670647949726,2.0,,1918.5666673813555,2.0,,0,
80,19281,1,1,Free move,46.25842749521916,55.40670647949726,1.0,88.0,2.0,,1964.6223257705724,3.0,,0,
81,19282,1,1,Free move,46.660195618229785,88.0,1.0,88.0,3.0,,2011.081637327297,3.0,,0,
82,19283,1,1,Free move,47.05829121972793,88.0,1.0,88.0,3.0,,2057.940880746276,3.0,,0,
83,19284,1,1,Free move,47.4528076612423,88.0,1.0,88.0,3.0,,2105.196430186761,3.0,,0,
84,19285,1,1,Free move,47.84383434840788,88.0,1.0,88.0,3.0,,2152.844751191586,3.0,,0,
85,19286,1,1,Free move,48.23145696220884,88.0,1.0,88.0,3.0,,2200.8823968468946,3.0,,0,
86,19287,1,1,Free move,48.61575767310911,88.0,1.0,88.0,3.0,,2249.3060041645535,3.0,,0,
87,19288,1,1,Free move,48.996815339594455,88.0,1.0,88.0,3.0,,2298.112290670905,3.0,,0,
88,19289,1,1,Free move,49.37470569249207,88.0,1.0,88.0,3.0,,2347.298051186948,3.0,,0,
89,19290,1,1,Free move,49.74950150629439,88.0,1.0,88.0,3.0,,2396.8601547863414,3.0,,0,
90,19291,1,1,Free move,50.121272758590635,88.0,1.0,88.0,3.0,,2446.795541918784,3.0,,0,
91,19292,1,1,Free move,50.490086778600386,88.0,1.0,88.0,3.0,,2497.101221687379,3.0,,0,
92,19293,1,1,Free move,50.856008385706815,88.0,1.0,88.0,3.0,,2547.774269269533,3.0,,0,
93,19294,1,1,Free move,51.21910001880089,88.0,1.0,88.0,3.0,,2598.8118234717867,3.0,,0,
94,19295,1,1,Free move,50.8285000633986,43.80284753168455,1.0,88.0,3.0,,2649.8356235128863,3.0,,0,
95,19296,1,1,Free move,50.435110708283325,43.80284753168455,1.0,88.0,3.0,,2700.467428898727,3.0,,0,
96,19297,1,1,Free move,50.03886638230534,43.80284753168455,1.0,88.0,3.0,,2750.7044174440216,3.0,,0,
97,19298,1,1,Free move,49.63969897151242,43.80284753168455,1.0,88.0,3.0,,2800.5437001209307,3.0,,0,
98,19299,1,1,Free move,49.23753767908416,43.80284753168455,1.0,88.0,3.0,,2849.982318446229,3.0,,0,
99,19300,1,1,Free move,48.83230887519976,43.80284753168455,1.0,88.0,3.0,,2899.0172417233707,3.0,,0,
100,19301,1,1,Free move,48.423935935941316,43.80284753168455,1.0,88.0,3.0,,2947.6453641289413,3.0,,0,
101,19302,1,1,Free move,48.01233907023874,43.80284753168455,1.0,88.0,3.0,,2995.8635016320313,3.0,,0,
102,19303,1,1,Free move,47.59743513375396,43.80284753168455,1.0,88.0,3.0,,3043.6683887340278,3.0,,0,
103,19304,1,1,Free move,47.179137428480395,43.80284753168455,1.0,88.0,3.0,,3091.0566750151447,3.0,,0,
104,19305,1,1,Free move,46.757355486695445,43.80284753168455,1.0,88.0,3.0,,3138.024921472733,3.0,,0,
105,19306,1,1,Free move,46.33199483774799,43.80284753168455,1.0,88.0,3.0,,3184.5695966349545,3.0,,0,
106,19307,1,1,Free move,45.90295675598558,43.80284753168455,1.0,88.0,3.0,,3230.6870724318214,3.0,,0,
107,19308,1,1,Free move,45.470137987924836,43.80284753168455,1.0,88.0,3.0,,3276.373619803777,3.0,,0,
108,19309,1,1,Free move,45.03343045653908,43.80284753168455,1.0,88.0,3.0,,3321.6254040260087,3.0,,0,
109,19310,1,1,Free move,44.59272094027522,43.80284753168455,1.0,88.0,3.0,,3366.438479724416,3.0,,0,
110,19311,1,1,Free move,44.14789072411206,43.80284753168455,1.0,43.80284753168455,3.0,,3410.8087855566096,4.0,,0,
111,19312,1,1,Free move,43.6988152196277,43.80284753168455,1.0,43.80284753168455,4.0,,3454.7321385284795,4.0,,0,
112,19313,1,1,Free move,43.249739715143335,43.80284753168455,1.0,43.80284753168455,4.0,,3498.206415995865,4.0,,0,
113,19314,1,1,Free move,43.681107770228785,43.80284753168455,1.0,43.80284753168455,4.0,,3541.671839738551,4.0,,0,
114,19315,1,1,Free move,44.112475825314235,43.80284753168455,1.0,43.80284753168455,4.0,,3585.5686315363228,4.0,,0,
115,19316,1,1,Free move,43.66305854191808,43.80284753168455,1.0,43.80284753168455,4.0,,3629.456398719939,4.0,,0,
116,19317,1,1,Free move,43.21364125852193,43.80284753168455,1.0,43.80284753168455,4.0,,3672.894748620159,4.0,,0,
117,19318,1,1,Free move,43.6453887327529,43.80284753168455,1.0,88.0,4.0,,3716.3242636157966,5.0,,0,
118,19319,1,1,Free move,44.077136206983866,88.0,1.0,88.0,5.0,,3760.185526085665,5.0,,0,
119,19320,1,1,Free move,44.499973436789325,88.0,1.0,88.0,5.0,,3804.4740809075515,5.0,,0,
120,19321,1,1,Free move,44.91857004424058,88.0,1.0,88.0,5.0,,3849.1833526480664,5.0,,0,
121,19322,1,1,Free move,45.33304488974909,88.0,1.0,88.0,5.0,,3894.3091601150613,5.0,,0,
122,19323,1,1,Free move,45.74351129938133,88.0,1.0,88.0,5.0,,3939.8474382096265,5.0,,0,
123,19324,1,1,Free move,46.15007741976783,88.0,1.0,88.0,5.0,,3985.794232569201,5.0,,0,
