Vehicle_id,Pullin_time,Pullout_time,If_turnaround,Vehicle_type,Route_sequence
1,0,95000,0,1,6
2,900,95000,0,1,6
3,1800,95000,0,1,6
4,2700,95000,0,1,6
5,840,95000,0,1,8
6,2640,95000,0,1,8
7,4440,95000,0,1,8
8,3600,95000,0,1,6
9,4500,95000,0,1,6
10,1740,95000,0,1,12
11,3540,95000,0,1,12
